"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeKC","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeKC"
"CH",16,"0","1",5,"1","2",0,0,0,0,2,4.05,2,0.5,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"CH",24,"0","1",5,"1","0",2,0,0,0,-5,4.02,20,0.266,2,-1,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FC",29,"0","1",7,"0","1",1,0,0,0,4,7.06,3,0.308,0,-1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",18,"0","0",5,"2","1",2,1,0,0,1,3.42,5,0.269,0,1,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",5,"0","1",2,"1","2",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",16,"0","1",4,"0","2",0,0,0,0,0,3.91,46,0.274,9,-1,16,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FT",19,"0","1",6,"3","0",1,0,0,0,-2,4.19,41,0.279,16,1,11,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CH",23,"0","0",7,"0","0",1,0,0,0,2,3.48,15,0.33,3,-1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",18,"0","1",5,"1","1",2,0,0,0,-3,2.47,1,0.25,0,-1,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",16,"0","1",4,"0","0",0,1,0,0,3,7.06,3,0.222,1,-1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",11,"0","0",3,"0","0",1,0,1,0,0,5.76,5,0.254,2,-1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",26,"0","0",6,"1","1",0,1,0,0,-3,4.36,13,0.233,2,-1,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",3,"0","0",1,"2","2",2,0,0,0,1,4.05,1,0.25,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",26,"0","1",8,"1","0",0,0,0,0,6,2.91,5,0.159,0,-1,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",22,"0","1",6,"1","1",1,0,0,0,3,3.92,58,0.278,15,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FT",21,"0","0",5,"1","0",1,1,0,0,-3,4.03,31,0.33,2,1,4,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",6,"0","1",2,"2","0",1,0,0,0,1,0,5,0.185,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",5,"0","1",2,"1","1",0,0,0,0,1,3.97,30,0.283,4,-1,13,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",19,"0","1",5,"2","1",0,0,0,1,3,3.28,5,0.203,1,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"CH",27,"0","1",7,"0","0",1,0,0,0,-1,3.06,10,0.195,6,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"0","1",4,"0","0",2,1,0,0,1,2.42,24,0.289,5,-1,13,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",20,"0","1",6,"1","2",2,0,0,0,1,3.12,39,0.281,9,1,12,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"CH",19,"0","0",5,"3","2",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",18,"0","1",5,"0","1",2,1,1,0,3,3.23,16,0.287,3,-1,9,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",6,"0","1",2,"0","2",1,0,0,0,3,3.91,77,0.27,24,-1,16,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FC",13,"0","1",4,"0","1",0,0,1,0,-1,4.53,17,0.23,5,-1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",11,"0","1",4,"1","2",0,0,0,0,-3,5.73,12,0.295,5,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",20,"0","1",6,"1","0",1,1,0,0,1,3.42,45,0.299,11,1,8,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FT",10,"0","1",2,"0","1",2,1,1,0,1,2.31,20,0.257,4,1,9,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",29,"0","1",8,"0","1",1,0,0,0,-1,4.52,21,0.25,7,-1,7,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",24,"0","0",5,"0","0",1,0,0,0,-2,4.34,41,0.295,11,-1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",8,"0","1",3,"1","2",0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",14,"0","1",4,"0","1",0,1,1,0,0,6.14,10,0.242,4,-1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",4,"0","0",1,"0","0",1,1,0,0,0,3.93,10,0.224,4,1,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",3,"0","0",1,"0","0",0,1,1,0,0,2.45,1,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",7,"0","1",1,"1","0",1,0,1,0,4,3.25,11,0.229,0,-1,13,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",16,"0","1",4,"3","2",0,1,0,0,3,7.06,3,0.222,1,-1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",3,"0","1",1,"1","2",1,1,0,0,5,2.43,78,0.256,30,-1,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",1,"0","0",1,"0","0",0,0,0,0,0,3.06,23,0.318,3,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",17,"0","1",5,"0","1",2,0,0,0,1,4.04,8,0.388,1,-1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"0","0",7,"0","2",0,0,0,0,4,4.39,11,0.328,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",6,"0","1",2,"0","1",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",31,"0","0",8,"0","0",2,1,0,0,0,4.28,4,0.268,0,1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",12,"0","1",3,"0","0",1,0,1,0,-2,3.97,4,0.2,2,-1,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"0","0",7,"1","1",2,1,0,0,5,3.23,16,0.271,4,-1,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",20,"0","1",5,"0","1",1,0,0,0,3,3.28,7,0.233,1,-1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FC",1,"0","0",1,"2","2",0,0,0,0,0,4.28,5,0.326,0,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",13,"0","1",3,"0","0",2,1,0,0,1,3.33,77,0.235,27,-1,13,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",10,"0","0",2,"1","1",0,0,0,1,-3,2.91,4,0.353,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",2,"0","1",1,"0","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",16,"0","1",4,"2","1",1,0,0,0,-3,4.03,3,0.341,1,1,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FT",19,"0","1",6,"0","0",1,0,0,0,3,4.26,0,0,0,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",20,"0","1",6,"2","2",0,0,0,0,4,2.91,21,0.231,2,-1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",21,"0","1",5,"1","1",1,1,0,0,-4,6.75,17,0.276,5,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",18,"0","1",6,"1","2",0,0,0,0,0,4.88,5,0.156,2,-1,7,2,7,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",4,"0","1",2,"1","0",0,0,0,0,0,2.45,77,0.268,30,-1,10,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",14,"0","1",4,"1","2",2,0,0,0,-1,2.32,6,0.306,2,-1,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",24,"0","1",5,"0","0",2,0,1,0,2,5.76,2,0.15,0,-1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",9,"0","1",3,"1","1",0,0,0,0,0,2.38,26,0.242,6,-1,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",26,"0","0",7,"0","0",1,1,0,0,0,4.52,23,0.254,10,-1,7,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",26,"0","1",6,"0","2",1,1,0,0,-4,3.08,8,0.243,2,1,11,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FT",26,"0","0",8,"0","0",0,1,0,0,-3,3.21,24,0.231,6,-1,11,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"0","0",6,"0","0",0,0,0,0,-3,4.36,15,0.244,5,-1,9,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",2,"0","1",4,"0","0",1,0,0,0,0,2.38,70,0.34,21,-1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",3,"0","0",1,"0","1",2,0,0,0,0,6,20,0.336,8,-1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",18,"0","0",5,"0","1",0,0,0,0,-3,4.03,15,0.172,4,1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",24,"0","1",6,"3","2",1,0,0,0,-5,4,55,0.254,17,-1,12,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"CH",13,"0","1",3,"0","0",0,0,0,0,-3,4.5,2,0.227,0,-1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",28,"0","1",7,"1","2",1,1,0,0,-5,4.34,44,0.31,10,-1,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",25,"0","1",7,"1","2",0,0,0,0,5,3.44,8,0.269,3,-1,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",10,"0","1",3,"0","0",2,0,0,1,2,4.05,1,0.192,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",26,"0","1",7,"2","2",1,0,0,0,1,3.63,2,0.217,0,-1,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FT",9,"0","1",3,"0","1",2,0,0,0,0,4.19,10,0.219,1,1,11,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",22,"0","1",6,"2","2",0,1,0,0,10,3.97,85,0.256,34,-1,13,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",12,"0","0",3,"0","0",0,1,1,1,-1,3,2,0.176,2,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",27,"0","1",7,"2","2",1,0,0,0,1,3.63,30,0.264,6,-1,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",15,"0","1",4,"1","2",1,1,0,0,-6,4.34,29,0.256,10,-1,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",13,"0","0",4,"2","1",0,0,0,0,7,2.43,86,0.244,25,-1,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",3,"0","1",1,"2","2",2,0,0,0,0,3.4,15,0.195,6,-1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CH",25,"0","1",8,"1","1",0,0,0,0,3,3.42,2,0.132,1,1,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",5,"0","1",2,"0","0",0,1,0,0,0,3.08,17,0.259,3,1,11,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",5,"0","1",1,"0","0",0,1,1,0,0,3.26,77,0.25,14,-1,14,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"0","1",2,"0","0",2,0,1,1,3,2.46,0,0.06,0,-1,15,5,5,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"0","1",2,"1","2",0,0,0,0,-4,4.5,1,0.2,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FC",8,"0","0",3,"0","2",0,0,0,0,0,3.36,4,0.222,0,-1,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"CH",6,"0","1",2,"1","1",1,0,0,0,0,2.45,35,0.26,9,-1,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",11,"0","1",2,"1","1",1,1,1,0,2,4.74,52,0.321,15,-1,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",2,"0","0",1,"1","0",1,0,0,0,0,2.35,52,0.286,11,-1,11,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",21,"0","1",6,"2","2",0,1,0,0,7,4.29,69,0.305,26,-1,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",23,"0","1",6,"0","0",0,0,0,0,0,4.28,19,0.242,4,1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",24,"0","0",7,"1","0",0,0,0,0,10,3.97,40,0.264,11,-1,13,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",12,"0","1",4,"1","0",0,0,0,0,-2,2.44,41,0.293,20,-1,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",26,"0","1",6,"0","0",2,0,0,0,4,2.31,18,0.233,5,1,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",30,"0","0",7,"0","2",0,0,0,0,0,2.93,23,0.324,5,-1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FT",15,"0","1",3,"2","1",0,0,0,0,-4,4.24,26,0.284,3,-1,8,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",11,"0","1",2,"0","1",0,0,0,1,-4,2.91,1,0.275,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",12,"0","1",3,"1","1",1,0,0,0,-2,4,53,0.29,9,-1,12,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"FC",22,"0","1",5,"0","0",0,0,0,0,-2,4.34,28,0.218,8,-1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",6,"0","1",2,"0","2",0,1,1,0,0,3.08,54,0.251,17,1,11,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",28,"0","1",7,"3","2",0,0,0,0,2,5.11,37,0.231,11,-1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",11,"0","0",3,"0","0",0,1,0,0,0,2.35,52,0.286,11,-1,11,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",25,"0","0",6,"2","2",1,0,1,0,-4,4.04,9,0.179,3,-1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",29,"0","1",9,"0","0",0,1,0,0,-3,3.37,72,0.275,15,-1,14,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",10,"0","1",3,"0","1",1,0,0,0,0,3.36,40,0.319,7,-1,14,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FT",2,"0","1",1,"1","0",0,1,0,0,0,3.63,20,0.273,2,-1,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"CH",6,"0","1",2,"2","2",1,0,0,0,1,5.73,0,0.053,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",22,"0","1",7,"2","0",0,0,0,0,3,3.81,15,0.25,5,1,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",14,"0","1",5,"0","2",0,0,0,0,3,3.81,23,0.271,4,1,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",3,"0","0",1,"0","0",1,1,0,0,0,2.5,36,0.294,4,-1,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",19,"0","0",4,"1","2",2,0,0,0,-4,4.28,5,0.326,0,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FF",14,"0","1",4,"0","0",0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",4,"0","1",1,"1","2",2,1,1,0,0,2.93,23,0.313,4,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",6,"0","0",2,"1","1",1,0,0,0,0,3.36,57,0.234,20,-1,14,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",13,"0","1",4,"3","2",1,0,0,0,0,2.7,17,0.3,3,-1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",25,"0","1",5,"2","0",1,1,1,0,-2,4.3,46,0.227,16,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",7,"0","0",2,"1","0",0,0,0,0,-1,4,28,0.227,14,-1,12,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",20,"0","1",4,"2","2",2,0,1,0,1,3.26,63,0.235,20,-1,14,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"CH",2,"0","0",1,"1","1",1,0,0,0,0,4.64,32,0.245,14,-1,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",9,"0","0",3,"1","1",1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",10,"0","0",3,"0","0",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",18,"0","1",4,"0","0",0,1,0,0,-4,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",19,"0","0",5,"0","0",1,0,0,0,3,3.92,23,0.295,2,-1,14,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",16,"0","0",5,"0","0",0,0,0,0,0,2.7,34,0.255,10,-1,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",30,"0","0",9,"0","0",0,0,0,0,1,4.53,21,0.302,1,-1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",11,"0","1",4,"2","0",0,0,0,0,2,4.05,3,0.278,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FC",21,"0","1",6,"1","0",0,0,0,0,1,3.3,21,0.33,3,-1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",2,"0","0",1,"0","1",1,0,0,0,0,2.42,65,0.264,16,-1,16,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",3,"0","1",1,"0","1",1,0,0,0,1,4.42,17,0.275,2,-1,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",16,"0","1",5,"1","0",2,1,0,0,-2,4.19,42,0.245,13,1,11,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",13,"0","1",2,"2","1",1,0,0,0,2,0.4,10,0.2,4,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",22,"0","1",6,"2","1",1,0,0,0,6,2.5,17,0.28,3,-1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",3,"0","1",1,"0","1",0,1,0,0,-1,4.24,43,0.275,10,-1,8,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",5,"0","1",2,"1","2",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"FF",17,"0","1",4,"1","1",2,1,1,1,0,2.53,31,0.231,3,-1,9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",9,"0","0",2,"2","2",1,0,0,0,-1,3.3,0,0,0,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",9,"0","1",3,"2","2",1,0,0,0,0,3.36,18,0.213,1,-1,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",2,"0","1",1,"2","2",0,0,0,0,0,4,40,0.29,10,-1,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",3,"0","1",1,"3","2",0,0,1,0,1,4.74,53,0.285,12,-1,8,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",16,"0","1",5,"2","2",0,1,0,0,1,4.51,16,0.272,4,-1,9,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FC",20,"0","1",5,"3","2",0,0,0,0,-2,6.14,3,0.114,1,-1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",13,"0","1",3,"1","1",0,0,0,0,1,4.74,19,0.282,7,-1,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"FT",12,"0","0",4,"0","0",0,0,1,0,2,4.05,1,0.25,0,-1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"0","1",5,"0","0",1,0,0,0,2,3.48,20,0.323,3,-1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",26,"0","1",7,"1","0",2,0,0,0,-2,5.73,1,0.273,0,-1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",18,"0","1",4,"0","1",0,1,1,0,-3,4.02,2,0.211,0,-1,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",10,"0","1",3,"2","1",0,0,0,0,0,2.4,26,0.257,2,-1,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",4,"0","1",1,"1","2",2,1,0,0,1,3.32,23,0.273,4,-1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FT",3,"0","1",1,"0","0",0,1,0,0,1,4.74,53,0.285,12,-1,8,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"0","0",1,"1","1",0,0,0,0,0,3.48,13,0.286,3,-1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",11,"0","0",3,"2","2",0,1,0,0,-4,4.64,32,0.245,14,-1,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",23,"0","1",5,"1","2",1,0,0,0,-2,4.27,35,0.266,10,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",7,"0","1",2,"0","0",2,1,0,0,0,2.45,44,0.273,9,-1,10,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",32,"0","0",7,"0","0",0,1,1,0,1,2.93,14,0.27,3,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"0","1",2,"1","2",0,0,0,0,1,3.92,37,0.183,12,-1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",15,"0","0",4,"0","0",2,1,1,0,1,2.97,24,0.281,5,-1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",28,"0","1",8,"0","0",1,0,0,0,-4,2.53,57,0.253,23,-1,9,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",21,"0","0",4,"2","1",2,1,0,1,-3,2.45,1,0.25,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FC",9,"0","1",2,"1","2",2,0,1,0,0,3.93,20,0.204,5,1,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",12,"0","1",2,"0","1",0,1,0,0,3,4.36,37,0.244,14,-1,9,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",13,"0","1",3,"1","1",0,0,0,0,-3,2.45,2,0.357,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",6,"0","0",2,"3","1",2,0,0,0,1,6.14,1,0.125,0,-1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",13,"0","0",4,"3","2",0,0,0,0,7,2.43,86,0.244,25,-1,14,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FC",25,"0","1",6,"0","0",2,0,0,0,-3,4.03,3,0.341,1,1,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",26,"0","1",6,"0","1",1,0,0,0,0,2.93,4,0.254,0,-1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FC",24,"0","0",6,"0","1",1,0,0,0,-2,3.91,68,0.276,19,-1,17,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FC",26,"0","1",8,"2","2",0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",28,"0","1",8,"0","1",2,1,0,0,3,3.42,28,0.274,7,1,8,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",21,"0","0",7,"0","0",0,0,0,0,-1,2.42,73,0.325,11,-1,13,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"0","1",6,"1","2",0,1,0,0,10,3.97,85,0.256,34,-1,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",19,"0","0",5,"2","0",1,0,0,0,-2,3.33,26,0.267,3,-1,13,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",14,"0","0",4,"1","1",0,0,0,0,1,2.38,53,0.234,19,-1,9,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"FT",7,"0","0",3,"0","2",0,0,0,0,0,4.04,9,0.179,3,-1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FT",21,"0","1",5,"0","1",1,0,0,0,-3,4.28,14,0.275,2,1,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",15,"0","0",4,"0","0",2,1,0,0,2,4.29,62,0.218,24,-1,10,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
