"pitch_type","bat_order","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeKnuckleBall","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeKnuckleBall","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",4,"0","1",2,"1","0",0,0,0,0,2,3,2,0.292,0,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",4,"1","0",1,0,0,0,5,5.08,8,0.213,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,5.08,17,0.304,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"1","2",2,0,0,0,0,1.98,98,0.274,26,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",3,"0","1",4,"0","0",1,0,0,0,0,1.98,98,0.274,26,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"0","0",1,0,1,0,0,2.38,71,0.323,23,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",2,0,0,0,0,2.2,52,0.283,4,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","0",0,0,0,0,-1,2.25,33,0.274,4,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","0",2,"3","1",0,0,0,0,2,5.11,3,0.138,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"0","0",0,0,0,0,2,0,22,0.264,7,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",1,"0","0",6,"0","1",0,0,0,0,6,0,0,0.125,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",5,"2","1",2,1,0,0,0,1.91,4,0.269,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",8,"0","1",3,"0","2",0,0,0,0,0,1.91,3,0.257,0,-1,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",3,"0","1",2,0,0,0,0,3.72,4,0.397,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Slider.Cutter",6,"0","1",2,"1","2",0,0,0,0,3,2.25,7,0.2,3,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",5,"2","1",0,0,0,0,5,5.08,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",2,"2","0",2,1,1,0,1,8.4,5,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",4,"0","1",2,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"1","0",1,0,0,0,0,2.2,32,0.269,2,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","1",2,"1","2",1,0,0,0,-1,3.52,8,0.181,1,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",3,"0","0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",6,"0","1",0,0,0,0,0,1.98,32,0.267,10,-1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",2,"3","1",1,1,0,0,-3,2.19,91,0.268,33,-1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",2,"1","2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",7,"0","0",1,0,0,0,-1,5.74,2,0.184,1,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","0",2,"0","0",0,0,0,0,2,5.11,3,0.138,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",3,"0","0",0,0,0,0,2,3.59,28,0.304,9,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"1","0",1,0,0,0,1,2.2,3,0.313,1,-1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"2","0",2,1,1,0,3,3.82,47,0.219,17,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","0",6,"2","2",0,0,0,0,1,6.86,9,0.224,5,-1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",5,"0","0",0,0,0,0,5,5.08,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",7,"0","0",1,0,0,0,3,4.31,12,0.258,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",4,"0","0",2,0,0,0,1,3.59,16,0.228,1,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",3,"1","0",0,0,0,0,0,2.86,45,0.299,14,-1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","1",3,"0","1",2,1,0,0,0,7.36,29,0.313,6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",2,"0","0",5,"3","2",0,1,0,0,3,3.82,69,0.267,18,-1,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",5,"0","0",0,0,0,0,-1,5.74,2,0.184,1,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",3,"0","1",0,0,0,0,1,8.4,3,0.264,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",4,"2","0",2,0,0,0,0,8.4,4,0.2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",1,"1","0",2,1,0,0,-3,2.19,1,0.071,0,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","1",6,"2","2",0,0,0,0,1,2.76,9,0.231,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"1","0",1,0,1,1,0,7.36,42,0.239,14,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",7,"0","1",6,"3","1",2,0,0,0,5,5.08,12,0.189,3,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","0",6,"0","0",0,0,0,0,1,6.86,9,0.224,5,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",3,"2","2",1,0,0,0,0,0,0,0.333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"KnuckleBall",6,"0","1",2,"0","2",1,0,0,0,2,5.11,2,0.154,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,3.7,52,0.288,15,1,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"1","0",0,0,0,0,2,0,33,0.229,13,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"1","0",2,1,1,1,1,1.87,45,0.249,6,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",2,"0","1",5,"1","2",2,1,1,0,0,3.72,40,0.308,9,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",7,"0","1",7,"1","0",1,0,0,0,5,2.2,28,0.177,8,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",3,"3","1",2,0,0,0,-3,0,1,0.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",5,"0","1",3,"0","2",1,0,1,0,1,2.25,15,0.187,5,-1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Slider.Cutter",8,"0","1",5,"0","1",0,0,0,0,2,2.25,12,0.199,3,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",3,"0","0",0,1,1,0,1,5.11,1,0.14,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",7,"0","0",2,"0","0",2,0,0,0,0,0,2,0.25,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"0","0",0,0,0,0,-1,3.16,111,0.29,36,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",3,"2","0",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",3,"3","2",2,0,0,0,0,2.25,75,0.264,29,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",5,"0","1",1,"2","2",2,1,1,0,0,2.2,71,0.27,23,-1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",8,"0","0",4,"1","0",1,1,1,0,5,5.08,1,0.271,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",2,"0","0",1,0,0,1,-1,2.25,27,0.211,8,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"0","0",2,0,0,0,-2,7.36,29,0.313,6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"2","2",2,1,1,1,1,1.87,45,0.249,6,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"KnuckleBall",4,"0","1",5,"2","2",0,0,0,0,6,1.83,37,0.237,6,-1,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"0","0",1,0,0,0,-2,5.74,19,0.22,5,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",2,"0","1",3,"0","0",1,1,1,1,-5,2.19,101,0.284,34,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"1","1",1,0,1,1,1,6.86,7,0.174,2,-1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Slider.Cutter",7,"0","1",6,"1","2",2,1,0,0,-2,7.36,12,0.237,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",4,"0","1",0,0,0,0,2,4.31,22,0.272,10,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"1","0",2,0,0,1,1,6.86,6,0.169,2,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",2,"2","0",0,0,0,0,1,2.2,66,0.325,17,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",1,"0","0",1,0,0,0,0,5.11,5,0.383,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",4,"1","1",2,1,0,0,-2,0,0,0.333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","0",0,0,0,0,2,4.31,3,0.167,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,4.31,21,0.228,5,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",5,"1","1",1,1,1,0,0,3.72,4,0.397,2,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",2,"0","1",3,"2","2",1,1,1,0,2,1.87,37,0.238,6,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"2","1",1,0,0,0,0,3.72,16,0.282,3,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",2,"0","1",5,"0","0",2,1,1,0,5,2.2,32,0.269,2,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",3,"2","2",2,1,1,0,-1,3.16,68,0.281,7,1,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"2","1",2,1,0,0,0,3.72,21,0.274,2,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",5,"0","0",0,0,0,0,2,4.31,12,0.258,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",1,"1","1",1,0,0,0,0,3.52,28,0.313,4,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",7,"0","0",0,1,0,0,-1,1.98,52,0.261,9,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",6,"1","0",2,0,0,0,1,3.72,13,0.291,4,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",6,"0","1",2,0,0,1,5,2.38,53,0.303,16,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"0","1",2,1,0,0,-2,0,1,0.25,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","1",4,"0","1",0,0,0,0,1,8.4,5,0.205,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"1","0",0,0,0,0,0,5.08,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","0",6,"0","0",1,0,0,0,6,1.83,40,0.254,10,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"0","1",1,1,0,0,4,1.83,42,0.241,5,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"0","0",0,0,0,0,1,2.2,50,0.236,15,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"1","1",1,0,0,0,3,2.25,24,0.338,9,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"0","0",1,0,0,0,0,7.36,12,0.237,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","0",1,0,0,0,-1,5.74,0,0,0,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"0","0",1,1,0,0,-1,5.74,15,0.315,6,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","2",0,0,0,0,0,0,5,0.296,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,2,6.86,15,0.355,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","0",8,"0","0",1,0,0,1,6,1.83,40,0.254,10,-1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",2,"1","0",2,1,1,1,4,5.08,1,0.25,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"2","0",0,1,0,0,0,8.4,6,0.232,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",2,"0","0",1,0,0,0,4,5.08,18,0.293,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",4,"2","0",0,0,0,0,3,3.82,77,0.283,21,-1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Fastball",2,"0","1",3,"2","1",0,1,0,0,0,2.86,13,0.354,1,-1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",6,"1","0",2,1,0,0,-2,7.36,12,0.237,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",5,"0","0",2,"0","0",0,0,0,0,0,0,0,0.5,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"2","2",0,0,0,0,3,3.82,55,0.257,6,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",5,"2","1",0,0,0,0,0,8.4,5,0.271,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",3,"0","1",5,"0","0",1,0,0,0,2,2.25,24,0.338,9,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",6,"0","0",0,0,0,0,1,3.59,25,0.219,7,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"0","0",0,0,0,0,3,3.82,55,0.257,6,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",6,"0","0",1,0,0,0,0,1.98,21,0.261,5,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","0",0,1,0,1,-1,3.59,29,0.238,11,-1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",6,"0","1",0,0,0,0,1,3.59,25,0.219,7,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"3","2",0,0,0,0,0,3.72,40,0.308,9,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"1","0",1,1,0,0,0,3.52,13,0.309,2,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",5,"0","0",0,1,0,0,1,2.76,21,0.236,5,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"0","1",2,1,1,0,5,2.2,32,0.269,2,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",8,"1","1",0,1,1,1,-1,2.86,4,0.213,0,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",7,"0","1",7,"1","1",1,0,0,0,5,2.2,28,0.177,8,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",1,"0","0",1,0,1,0,0,2.2,66,0.284,11,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","1",5,"1","2",2,0,0,0,0,1.98,43,0.258,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"KnuckleBall",3,"0","1",6,"2","2",0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",6,"0","1",3,"0","0",0,0,1,1,-1,5.11,2,0.154,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",4,"0","0",0,1,1,1,-1,3.52,22,0.342,5,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",5,"2","1",1,1,0,0,5,2.38,38,0.29,6,-1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"2","1",1,1,1,1,-5,2.19,101,0.284,34,-1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",5,"0","0",1,0,0,0,1,0,2,0.111,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","1",1,0,0,0,0,1.98,107,0.291,34,-1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",6,"1","0",2,0,0,0,-1,5.74,5,0.229,1,-1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",6,"0","1",4,"1","2",2,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",1,"0","0",1,0,0,1,-2,2.19,23,0.221,7,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","0",1,"0","2",2,1,0,0,0,3.7,87,0.268,37,1,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",3,"2","0",1,0,0,0,-1,3.52,13,0.309,2,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","1",1,"2","2",1,1,0,0,0,3.7,109,0.285,38,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",9,"0","1",2,"0","2",2,1,1,0,3,2.25,16,0.181,6,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",4,"0","1",1,0,0,0,0,1.98,98,0.274,26,-1,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"0","0",2,1,1,0,0,3.52,6,0.243,2,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,1.91,35,0.275,6,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",4,"0","1",4,"2","0",0,0,1,0,1,0,0,0.125,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",3,"1","0",2,0,0,0,0,2.25,75,0.264,29,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",4,"0","1",0,0,0,0,1,6.86,6,0.169,2,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",7,"1","0",0,0,0,0,6,1.83,10,0.253,0,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",4,"0","0",0,1,0,0,2,2.2,3,0.313,1,-1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"3","1",0,0,0,0,0,1.87,45,0.257,9,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",2,"0","0",0,1,0,0,-1,3.7,45,0.256,3,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","1",8,"0","1",2,0,0,0,3,4.31,15,0.282,5,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","1",6,"1","2",0,0,0,0,1,2.76,9,0.231,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",3,"2","0",1,0,1,0,-1,3.16,55,0.26,10,1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","1",0,1,1,0,2,6.86,11,0.198,3,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",6,"0","0",0,0,0,0,0,1.91,35,0.275,6,-1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"1","2",1,0,0,0,2,2.25,24,0.338,9,-1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"KnuckleBall",8,"0","0",8,"1","0",1,0,0,1,6,1.83,40,0.254,10,-1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",1,"3","1",1,0,1,1,0,0,10,0.179,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",6,"0","0",0,0,1,0,2,2.25,6,0.16,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",3,"0","1",2,0,0,0,-3,0,1,0.2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"0","0",0,0,0,0,-3,0,2,0.182,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","0",2,"0","2",2,1,1,1,-1,3.16,58,0.275,17,1,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",5,"1","1",2,1,0,0,0,1.91,4,0.269,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",5,"1","1",0,0,0,0,1,3.59,2,0.278,0,-1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"KnuckleBall",1,"0","0",3,"0","0",2,0,1,0,0,1.98,56,0.281,16,-1,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","2",1,1,1,0,-4,0,10,0.179,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,1,2.19,48,0.289,9,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"1","2",0,0,0,0,1,2.2,4,0.256,2,-1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider.Cutter",4,"0","0",5,"0","0",2,0,0,0,2,2.25,19,0.234,7,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",1,"1","0",1,0,1,0,0,2.2,66,0.284,11,-1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"0","0",1,1,0,0,4,5.08,12,0.189,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",1,"0","1",1,0,1,0,0,2.2,77,0.221,18,-1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",5,"3","1",0,1,1,1,2,3.82,83,0.313,21,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"2","2",0,1,0,0,3,2.38,48,0.265,9,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"1","1",1,0,0,0,4,5.08,8,0.213,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",6,"1","0",1,0,0,0,0,1.98,21,0.261,5,-1,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",5,"1","0",2,0,1,0,0,1.87,45,0.249,6,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","0",0,0,0,0,0,2.25,37,0.282,8,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"1","0",1,1,0,0,5,5.08,20,0.275,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",7,"0","1",4,"1","1",0,0,0,0,3,2.25,6,0.16,2,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
