"pitch_type","bat_order","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeKnuckleBall","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeKnuckleBall","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",6,"0","0",4,"2","0",0,0,1,0,-1,3.7,11,0.285,3,1,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",6,"3","2",0,0,0,0,-2,7.36,42,0.239,14,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,1.87,45,0.257,9,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"2","0",0,1,0,1,-1,3.59,29,0.238,11,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",3,"0","1",1,0,0,0,-1,3.16,75,0.293,7,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","1",1,0,0,0,0,3.52,6,0.303,3,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",4,"1","0",0,0,1,0,-1,3.7,11,0.285,3,1,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",2,"0","1",0,0,0,0,-3,2.19,4,0.262,0,-1,6,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"2","2",0,0,0,0,0,1.98,56,0.281,16,-1,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"1","0",0,0,0,0,0,1.87,45,0.257,9,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",6,"0","1",4,"1","0",2,1,1,0,0,1.91,33,0.181,9,-1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",6,"0","0",4,"0","0",1,0,0,0,1,6.86,5,0.2,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",1,"0","0",1,1,0,0,-3,0,6,0.165,2,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","1",2,"0","2",0,0,0,0,0,3.59,16,0.228,1,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"2","1",0,0,0,0,0,3.82,28,0.253,2,-1,3,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","0",3,"2","2",0,0,0,0,2,4.31,9,0.292,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",4,"0","2",1,0,0,0,2,4.31,11,0.168,3,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",5,"0","1",1,0,0,0,1,3,7,0.609,5,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"2","1",2,1,0,0,-2,0,1,0.25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","0",2,"0","0",2,1,0,0,1,2.2,0,0.174,0,-1,3,0,6,6,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",3,"0","1",1,0,0,0,0,0,0,0.333,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",1,"0","1",1,"1","2",0,0,0,0,0,2.76,6,0.186,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",4,"2","0",0,0,0,0,1,1.87,14,0.213,5,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","0",2,"1","2",1,1,0,0,3,2.25,0,0,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"KnuckleBall",1,"0","0",3,"0","0",1,0,0,0,-4,0,16,0.274,2,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","0",3,"2","2",0,0,1,0,1,2.2,66,0.284,11,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"0","1",0,1,0,0,0,2.86,4,0.213,0,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",6,"0","2",2,0,0,0,0,3,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",5,"2","2",2,1,0,0,0,1.91,4,0.269,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",5,"1","2",0,0,0,0,3,3.82,14,0.198,1,-1,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",7,"0","0",6,"0","0",1,0,0,0,0,3,1,0.286,1,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",7,"0","0",6,"1","2",1,0,0,0,0,3,1,0.286,1,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",4,"1","0",0,1,0,0,0,3.72,28,0.324,10,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",3,"1","0",1,1,0,0,0,2.25,67,0.29,21,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",3,"1","0",0,1,1,0,1,5.11,5,0.383,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",5,"0","0",2,1,0,0,2,4.31,3,0.167,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"2","1",0,1,0,0,0,3.7,54,0.313,6,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",4,"2","1",0,0,0,0,-1,3.16,43,0.251,7,1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",7,"0","0",6,"0","1",1,0,0,0,0,3,1,0.286,1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",2,"1","0",2,1,0,0,1,2.2,28,0.177,8,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",5,"0","0",0,0,0,0,-1,3.16,58,0.275,17,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","0",2,"3","2",2,1,1,0,1,8.4,5,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"KnuckleBall",4,"0","1",5,"1","2",1,0,1,0,0,1.87,52,0.274,10,1,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",2,"0","0",1,0,1,0,-1,2.25,12,0.199,3,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",8,"1","0",0,0,0,0,0,2.86,38,0.326,12,-1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",5,"0","1",6,"0","1",2,0,0,0,5,2.2,31,0.177,8,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",8,"0","1",3,"0","0",1,0,1,1,-3,2.19,1,0.071,0,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",3,"3","1",1,0,0,0,-1,3.52,13,0.309,2,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",5,"0","0",1,0,0,0,2,3,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",6,"2","0",1,0,0,0,6,0,2,0.286,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",2,"1","1",1,0,0,0,1,2.2,3,0.313,1,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",4,"0","0",1,0,0,1,2,2.25,16,0.181,6,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",5,"2","1",2,0,0,0,-1,3.16,105,0.273,28,1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",3,"0","0",1,"0","0",1,0,0,0,0,3.52,28,0.313,4,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",2,"0","0",2,0,0,0,-3,0,4,0.2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",0,"0","1",7,"1","0",0,0,0,0,0,3,7,0.269,1,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",1,"2","1",0,0,0,0,0,2.38,38,0.29,6,-1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","0",5,"0","0",1,0,0,0,-2,7.36,29,0.271,7,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","1",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",7,"0","1",4,"0","1",1,0,0,1,-1,7.36,12,0.237,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",4,"2","2",1,1,0,0,-4,0,10,0.179,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",8,"0","1",2,"2","1",1,0,0,0,-3,0,2,0.111,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"3","0",1,1,0,0,-1,5.74,2,0.184,1,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",9,"0","1",3,"0","0",1,0,1,1,-3,2.19,4,0.262,0,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",6,"0","1",4,"1","2",2,0,0,0,1,0,5,0.286,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"KnuckleBall",2,"0","1",2,"1","1",0,1,0,0,-3,0,22,0.264,7,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",5,"3","2",0,0,0,0,0,8.4,5,0.271,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",4,"0","1",6,"0","2",0,1,1,0,1,3.59,23,0.288,7,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",7,"2","1",1,0,0,0,1,2.86,18,0.198,4,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",3,"0","2",0,0,0,0,0,1.91,3,0.257,0,-1,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","1",1,0,0,0,3,2.25,24,0.338,9,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","0",4,"0","0",1,0,0,0,1,0,6,0.5,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,3.72,40,0.308,9,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",4,"0","1",1,0,0,1,2,2.25,16,0.181,6,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",6,"0","1",4,"1","2",2,0,0,0,0,2.86,31,0.237,8,-1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"2","1",2,0,0,0,4,5.08,20,0.275,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"3","1",0,0,1,0,0,3.59,25,0.219,7,-1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,4.31,3,0.204,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",1,"0","0",2,1,1,1,0,3.82,77,0.283,21,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"1","0",2,0,0,0,0,5.08,20,0.275,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",5,"0","1",5,"2","2",1,1,1,0,0,8.4,4,0.176,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider.Cutter",7,"0","1",2,"1","1",1,0,1,0,0,3.16,43,0.251,7,1,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","0",2,"0","0",0,0,0,0,-1,3.7,73,0.278,20,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"1","1",1,0,0,0,0,2.38,86,0.307,17,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",7,"2","2",0,0,0,0,5,2.2,13,0.339,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",5,"1","1",2,0,0,0,1,6.86,15,0.355,2,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"KnuckleBall",4,"0","1",4,"3","1",0,0,1,0,1,0,0,0.125,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Slider.Cutter",8,"0","0",3,"2","1",0,0,0,0,0,3.72,25,0.22,8,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"0","0",1,1,0,0,2,4.31,3,0.204,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Slider.Cutter",8,"0","1",5,"0","1",0,0,0,0,0,2.86,18,0.198,4,-1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","0",2,1,0,0,3,2.38,9,0.248,0,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"1","1",0,0,0,0,3,0,16,0.274,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",7,"0","0",5,"0","0",0,0,0,0,1,0,7,0.217,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",4,"2","1",0,0,0,0,0,8.4,1,0.167,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",4,"0","0",1,"1","2",2,0,1,0,0,3.7,87,0.268,37,1,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider.Cutter",2,"0","1",6,"2","2",0,0,1,0,0,1.91,17,0.292,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",4,"0","1",4,"0","2",0,0,0,0,0,2.86,38,0.326,12,-1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"1","1",2,0,0,0,0,1.83,89,0.259,26,-1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",5,"0","1",3,"0","0",0,0,0,0,-3,2.19,27,0.259,4,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",7,"1","0",0,0,0,0,0,6.86,10,0.389,2,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","0",2,"2","0",2,1,0,0,1,2.2,0,0.174,0,-1,3,0,6,6,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","0",4,"2","0",0,1,0,0,0,3.72,28,0.324,10,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",3,"0","1",1,"1","2",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","0",2,"1","0",0,0,0,0,1,6.86,5,0.2,2,-1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Slider.Cutter",3,"0","0",1,"1","1",2,0,0,0,2,3,7,0.609,5,-1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",3,"2","2",2,0,0,0,2,3.59,29,0.238,11,-1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"2","0",2,0,0,0,0,5.08,20,0.275,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",1,"1","0",1,0,0,0,0,5.11,5,0.163,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","0",7,"1","0",1,0,0,0,6,0,0,0.5,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Fastball",5,"0","1",1,"1","1",0,1,1,1,-2,2.19,27,0.259,4,-1,6,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",1,"0","1",0,0,0,0,0,1.83,10,0.253,0,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","0",3,"3","1",1,0,0,0,0,7.36,29,0.271,7,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",4,"0","1",2,"0","0",0,0,0,0,0,2.76,44,0.239,16,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",1,"2","1",1,0,1,1,0,3.82,47,0.219,17,-1,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"KnuckleBall",8,"0","1",2,"1","1",1,0,0,0,-3,0,2,0.111,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",4,"0","1",3,"1","1",1,0,0,0,-1,3.16,75,0.293,7,1,6,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"2","1",2,1,0,0,1,2.2,28,0.177,8,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"2","1",1,1,0,0,4,5.08,12,0.189,3,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",3,"0","0",0,0,0,0,-3,0,4,0.179,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",1,"0","0",0,1,1,0,1,2.19,69,0.276,12,-1,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",9,"0","1",1,"0","2",2,0,0,0,-3,0,2,0.286,0,-1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",2,"0","0",0,0,0,0,1,2.2,66,0.325,17,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","0",2,"1","2",2,0,0,0,0,3.59,8,0.25,0,-1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"3","1",1,1,1,0,-1,3.16,21,0.254,5,1,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",1,"0","1",3,"0","0",0,0,0,0,3,3.82,28,0.253,2,-1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",4,"1","2",0,0,0,0,0,1.98,107,0.291,34,-1,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",2,"0","1",3,"2","1",0,1,0,0,2,5.11,5,0.163,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Slider.Cutter",7,"0","0",2,"0","1",0,0,0,0,-3,0,7,0.217,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","0",1,"0","1",0,0,0,0,0,3.16,58,0.275,17,1,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",2,"0","0",0,0,0,0,0,3.72,29,0.26,9,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","1",2,"0","2",2,0,0,1,1,6.86,5,0.156,1,-1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",4,"2","2",1,0,0,0,2,2.2,31,0.177,8,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Slider.Cutter",9,"0","1",3,"1","1",1,0,0,0,0,3.72,16,0.282,3,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",6,"0","1",0,0,0,0,6,1.83,5,0.255,1,-1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",6,"2","2",0,0,0,0,1,2.76,9,0.231,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Slider.Cutter",3,"0","0",1,"0","1",2,0,0,0,0,3.72,28,0.324,10,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","2",1,0,0,0,0,5.08,17,0.304,2,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","0",1,"1","1",2,1,1,1,0,3.82,77,0.283,21,-1,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider.Cutter",5,"0","0",4,"3","2",1,1,1,0,1,0,0,0.5,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",4,"0","1",2,0,0,0,4,2.38,48,0.265,9,-1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,3.16,111,0.29,36,1,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","0",3,"3","2",0,0,1,0,1,2.2,66,0.284,11,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",2,"0","1",6,"2","0",0,1,0,0,0,1.91,17,0.292,0,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","0",1,0,0,0,0,3.72,16,0.282,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","0",1,"1","1",2,1,0,0,3,2.25,19,0.234,7,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"KnuckleBall",1,"0","0",3,"1","2",2,0,1,0,0,1.98,56,0.281,16,-1,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",1,"0","0",1,"1","0",0,0,0,0,0,2.25,37,0.282,8,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",1,"3","1",1,1,1,1,-1,8.4,0,0.667,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Slider.Cutter",1,"0","0",6,"0","0",0,0,0,0,1,0,4,0.179,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",4,"0","0",2,0,0,0,2,2.2,13,0.339,3,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",3,"0","1",1,"0","1",0,0,1,1,-1,2.25,67,0.29,21,-1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"KnuckleBall",3,"0","1",6,"1","2",0,0,0,0,5,2.2,52,0.283,4,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"KnuckleBall",4,"0","1",1,"0","1",1,0,0,1,-1,2.25,75,0.264,29,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"KnuckleBall",9,"0","0",3,"0","1",0,1,0,0,2,2.2,28,0.247,5,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",6,"0","0",0,0,0,0,-2,7.36,27,0.223,10,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",5,"0","1",3,"2","1",2,1,1,1,1,1.87,45,0.249,6,1,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",1,"0","1",8,"2","1",0,0,0,0,3,4.31,21,0.228,5,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"1","0",1,0,0,0,1,0,0,0.143,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",7,"0","1",7,"0","0",0,0,0,0,0,6.86,10,0.389,2,-1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",4,"0","1",3,"0","0",2,0,0,0,0,2.25,75,0.264,29,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",8,"0","1",2,"0","2",0,0,0,0,-1,3.7,66,0.258,20,-1,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","0",0,0,0,0,0,2.86,15,0.248,2,-1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",5,"0","1",2,1,1,0,0,3.72,40,0.308,9,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"KnuckleBall",7,"0","1",2,"1","2",0,0,0,0,-1,3.7,28,0.264,4,-1,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",4,"0","0",1,0,0,1,-1,7.36,12,0.237,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",1,"0","1",3,"2","1",0,0,0,0,4,2.38,38,0.29,6,-1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fastball",4,"0","1",1,"2","0",2,0,0,1,0,0,0,0.125,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"KnuckleBall",7,"0","1",7,"1","2",1,1,1,0,-1,1.98,43,0.258,7,-1,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","0",3,"0","2",0,0,0,0,0,7.36,7,0.351,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Fastball",8,"0","0",5,"2","1",0,0,0,0,0,3.72,25,0.22,8,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",7,"0","1",2,"0","0",0,1,0,0,-1,2.25,31,0.293,11,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","1",2,"0","0",0,0,0,0,-1,2.25,33,0.274,4,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Fastball",6,"0","0",1,"1","2",2,1,1,1,0,3.82,77,0.283,21,-1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",4,"1","0",2,0,0,0,2,2.2,13,0.339,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Fastball",2,"0","1",3,"3","2",0,1,0,0,0,3.7,54,0.313,6,1,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",2,"2","2",2,1,1,1,4,5.08,1,0.25,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",4,"0","0",2,0,0,0,1,0,5,0.286,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
