"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFA","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FC",11,"1","0",3,"2","1",1,1,0,0,-1,1.86,16,0.259,4,-1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",22,"1","0",6,"1","0",0,1,0,0,-6,2.93,62,0.222,24,-1,13,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",31,"1","1",8,"2","2",0,0,0,0,1,1.92,62,0.263,23,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FF",13,"1","0",3,"1","2",2,0,0,0,0,2.7,89,0.252,34,-1,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",8,"1","0",2,"2","2",1,1,1,0,0,2.86,60,0.245,23,-1,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",7,"1","1",2,"0","0",1,1,0,0,0,2.18,22,0.301,3,1,10,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",30,"1","1",9,"2","1",0,0,0,0,-1,3.49,13,0.289,5,-1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"CH",16,"1","0",5,"2","2",0,0,0,0,0,2.14,2,0.161,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",12,"1","1",3,"0","0",1,0,0,0,0,2.7,66,0.283,24,-1,9,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",27,"1","0",8,"2","2",2,0,0,0,3,2.14,3,0.219,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CH",7,"1","0",3,"1","1",0,0,0,0,0,1.86,36,0.256,7,-1,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"CH",9,"1","0",3,"0","0",0,1,0,0,-3,2.65,1,0.333,0,1,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",3,"3","2",1,0,1,0,0,2.86,83,0.285,17,-1,16,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",22,"1","0",5,"0","1",1,1,0,1,-4,2.61,24,0.256,10,-1,6,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",9,"1","1",3,"0","0",1,1,0,0,0,1.86,0,0.125,0,-1,4,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","1",3,"0","2",1,0,0,0,-1,1.15,0,0.143,0,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FC",24,"1","0",7,"1","1",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",23,"1","0",6,"2","2",0,1,0,0,3,7.2,2,0.2,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",5,"1","1",1,"1","1",2,0,1,1,0,1.83,25,0.268,2,-1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",13,"1","1",3,"2","1",1,0,0,0,1,2.9,31,0.256,2,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FC",24,"1","1",6,"3","2",0,0,1,0,2,2.62,49,0.263,15,-1,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",3,"1","1",1,"0","1",2,0,0,0,0,1.97,40,0.335,11,1,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",18,"1","1",4,"0","2",1,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",1,"1","0",1,"2","1",0,0,0,0,0,1.29,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",22,"1","0",5,"1","0",2,0,1,0,-2,2.93,29,0.324,7,-1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",23,"1","1",7,"0","1",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",17,"1","1",5,"1","0",2,0,0,0,3,1.86,4,0.217,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FC",21,"1","1",6,"0","1",2,0,0,0,3,1.86,39,0.298,9,-1,7,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",25,"1","0",6,"0","1",1,1,1,0,2,2.62,21,0.268,3,-1,7,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",17,"1","0",5,"1","1",1,0,0,1,-7,2.16,10,0.208,3,-1,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",21,"1","0",6,"1","1",0,0,0,0,1,1.99,47,0.274,18,1,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",28,"1","0",7,"1","1",1,0,0,0,-3,2.79,79,0.32,28,-1,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FC",27,"1","0",7,"1","1",2,1,1,0,1,2.98,9,0.275,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",16,"1","0",5,"1","2",0,1,1,0,-4,4.5,0,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CH",26,"1","1",7,"1","1",1,0,0,0,5,2.04,9,0.206,2,1,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",33,"1","1",8,"3","2",1,0,0,0,1,1.92,7,0.243,2,1,6,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FC",24,"1","0",5,"0","2",2,1,0,0,-4,2.46,12,0.382,6,-1,9,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",22,"1","0",7,"0","1",0,0,0,0,1,2.14,10,0.17,5,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",30,"1","1",9,"3","2",0,0,0,0,-1,3.49,13,0.289,5,-1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",22,"1","0",6,"2","2",0,1,0,0,-1,1.29,1,0.188,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",8,"1","1",3,"1","1",1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",8,"1","1",2,"0","1",2,0,0,0,0,2.18,9,0.241,1,1,10,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",21,"1","0",6,"0","0",0,0,0,0,1,2.98,8,0.336,0,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",8,"1","1",3,"0","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",16,"1","0",5,"1","2",0,0,0,0,3,1.99,8,0.2,0,1,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FC",14,"1","1",5,"1","1",0,0,0,0,1,1.15,11,0.225,6,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",23,"1","1",7,"1","2",2,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",11,"1","0",3,"0","0",1,0,0,0,-1,2.08,4,0.265,2,-1,11,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",18,"1","0",5,"1","1",1,0,0,0,5,2.05,2,0.19,0,-1,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",28,"1","1",7,"0","0",0,1,0,0,3,7.2,4,0.304,2,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",24,"1","1",6,"0","1",0,0,0,0,0,2.79,12,0.286,5,-1,17,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FC",17,"1","1",4,"1","0",0,1,0,0,0,2.73,16,0.228,5,1,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",14,"1","1",4,"1","2",1,0,0,0,0,1.5,11,0.263,2,-1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"CH",27,"1","1",7,"0","0",0,1,0,0,-2,2.93,6,0.244,0,-1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",23,"1","1",5,"0","0",2,1,0,0,-4,1.95,7,0.225,2,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",27,"1","1",6,"1","0",2,0,0,0,2,2.94,22,0.302,2,-1,9,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",19,"1","0",5,"1","2",0,1,0,0,-1,2.73,6,0.282,0,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FC",2,"1","1",1,"2","2",0,0,0,0,0,3.48,16,0.251,0,-1,10,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",21,"1","0",5,"0","0",1,0,0,0,-4,3.24,105,0.261,41,-1,9,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","1",3,"0","0",2,0,0,0,0,1.43,2,0.143,1,1,3,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","1",3,"1","2",1,0,0,0,-3,1.88,13,0.262,4,-1,8,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FC",28,"1","0",8,"0","2",0,0,0,0,0,1.38,7,0.191,2,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",27,"1","1",6,"0","2",2,1,0,1,2,3.02,13,0.181,3,-1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",10,"1","0",3,"1","0",0,0,0,0,1,2.97,11,0.247,3,-1,13,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",28,"1","0",7,"0","1",0,0,0,0,-2,1.93,2,0.278,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",28,"1","0",7,"0","1",1,0,0,0,-2,3.43,14,0.298,0,-1,9,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FT",12,"1","1",2,"2","2",2,1,1,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",26,"1","1",7,"2","2",1,0,0,0,4,2.9,2,0.262,1,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",23,"1","0",6,"2","0",2,0,0,0,1,2.98,7,0.287,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",23,"1","1",5,"0","0",2,1,0,1,-4,1.68,32,0.264,8,1,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",17,"1","1",6,"2","1",0,0,0,0,5,1.86,22,0.17,8,-1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",12,"1","1",3,"0","0",1,0,1,0,-2,2.26,71,0.305,20,-1,15,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","1",2,"1","2",2,0,0,0,0,2.86,64,0.264,27,-1,14,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"FC",2,"1","1",1,"1","2",0,0,1,0,0,2.46,39,0.258,10,-1,9,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CH",14,"1","0",3,"0","0",1,0,0,0,-3,1.88,14,0.197,2,-1,8,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",12,"1","1",3,"2","2",1,0,0,0,2,2.64,35,0.283,7,-1,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FT",13,"1","0",4,"0","2",0,0,0,0,-1,2.93,62,0.222,24,-1,13,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CH",4,"1","0",1,"3","2",1,1,0,1,0,2.73,42,0.226,10,1,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",6,"1","1",2,"0","0",1,0,0,0,0,2.1,32,0.295,3,-1,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",2,"1","1",1,"1","2",0,0,0,0,0,1.38,2,0.209,1,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",6,"1","0",2,"1","0",0,0,0,0,3,2.05,53,0.262,7,-1,12,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",14,"1","0",4,"0","0",2,1,0,0,-1,2.9,54,0.23,21,-1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",14,"1","0",4,"1","1",2,0,0,0,1,2.98,15,0.244,5,1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",32,"1","1",9,"0","2",1,0,0,0,1,2.97,16,0.273,5,-1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FC",12,"1","1",4,"1","0",0,0,0,0,3,2.03,61,0.325,17,1,9,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FC",19,"1","1",6,"1","1",0,0,0,0,1,0,0,0.4,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FC",20,"1","1",6,"1","1",0,0,0,0,1,2.05,32,0.292,11,-1,14,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",21,"1","0",4,"0","0",1,1,1,1,-1,2.73,49,0.294,6,1,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",5,"1","0",2,"1","2",1,0,0,0,1,4.5,1,0,0,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CH",11,"1","0",4,"1","0",0,0,0,0,-1,1.15,8,0.277,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",27,"1","1",6,"0","1",1,0,1,0,1,1.85,12,0.296,0,-1,6,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",18,"1","1",4,"0","0",1,0,0,1,2,2.94,22,0.302,2,-1,9,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","0",2,"1","0",1,0,1,0,-1,1.93,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",20,"1","0",5,"1","0",1,0,0,0,6,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FT",10,"1","0",3,"0","1",2,0,0,0,-3,2.69,18,0.256,2,-1,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",8,"1","1",3,"2","2",0,0,0,0,1,2.85,9,0.337,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",1,"1","0",1,"0","0",0,0,0,0,1,3.03,15,0.258,0,-1,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",20,"1","0",6,"1","1",2,0,0,0,1,1.15,8,0.277,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CH",21,"1","1",6,"3","2",2,0,0,0,1,2.14,5,0.269,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",18,"1","0",5,"1","0",0,1,0,0,2,2.03,14,0.237,4,1,9,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",28,"1","1",7,"0","1",0,0,0,0,2,3.02,17,0.345,5,-1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",10,"1","0",3,"0","0",2,0,0,0,0,1.68,22,0.248,6,1,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",4,"1","0",2,"1","0",0,0,0,0,1,1.86,12,0.333,3,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","0",1,"1","1",1,0,0,0,0,7.2,0,0.188,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FC",7,"1","1",2,"0","1",1,1,1,0,0,2.93,21,0.288,5,-1,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",21,"1","1",6,"1","1",0,1,1,0,-1,2.85,48,0.345,14,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",20,"1","1",4,"0","2",1,1,1,1,4,3.48,16,0.251,0,-1,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",4,"1","1",1,"0","0",0,0,1,1,-1,2.98,14,0.299,5,1,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",4,"1","0",2,"3","2",0,0,0,0,2,2.63,30,0.168,14,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FT",19,"1","0",5,"0","0",0,1,0,0,0,3.47,26,0.26,5,-1,9,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",24,"1","0",5,"1","2",1,0,0,0,0,1.29,5,0.286,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",29,"1","1",8,"3","2",2,1,0,0,1,2.97,17,0.269,7,-1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",8,"1","0",3,"2","2",0,0,0,0,4,2.63,17,0.219,4,-1,13,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",5,"1","0",1,0,0,0,3,1.86,3,0.185,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",20,"1","0",6,"2","2",0,0,0,0,5,7.2,0,0.188,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FC",7,"1","0",2,"1","1",1,1,1,0,0,2.98,13,0.212,0,1,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FC",19,"1","0",4,"0","0",0,0,1,1,0,2.73,37,0.324,6,1,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",12,"1","1",3,"1","0",1,1,0,1,-1,1.86,38,0.349,10,-1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",2,"1","0",1,"2","1",1,0,0,0,1,2.61,20,0.263,5,-1,6,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",21,"1","1",5,"1","0",0,0,0,0,0,2.79,130,0.293,40,-1,17,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",20,"1","1",6,"0","0",2,0,0,0,5,2.79,37,0.313,4,-1,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",3,"2","2",0,0,0,0,2,3.04,63,0.272,9,-1,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",17,"1","0",5,"3","2",2,1,0,0,-3,2.69,11,0.182,3,-1,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",21,"1","1",5,"2","2",2,1,0,0,0,3.47,68,0.335,17,-1,9,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",7,"1","1",2,"0","0",2,0,1,0,-3,2.69,7,0.237,3,-1,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"1","0",4,"1","2",0,1,0,0,3,3.03,4,0.256,2,-1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",20,"1","0",6,"1","1",0,0,0,0,5,7.2,0,0.188,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",13,"1","0",4,"1","0",0,0,0,0,0,2.72,10,0.212,3,-1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",3,"3","0",2,0,0,0,0,1.5,11,0.273,2,-1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",17,"1","0",5,"0","1",2,0,0,0,0,0.64,1,0.231,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",23,"1","1",7,"2","1",0,0,0,0,2,1.5,11,0.263,2,-1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CH",2,"1","0",1,"0","1",0,0,1,0,0,2.79,38,0.266,8,-1,17,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",21,"1","0",7,"3","1",0,0,0,0,5,1.43,14,0.336,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FC",16,"1","0",5,"0","0",0,0,0,0,0,2.23,37,0.254,5,1,17,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"1","0",4,"0","0",2,1,0,0,2,2.03,28,0.237,5,1,9,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",9,"1","1",2,"0","2",2,0,1,0,0,2.14,0,0,0,-1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"CH",31,"1","0",8,"1","2",1,1,1,0,0,2.26,59,0.274,18,-1,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",5,"1","1",2,"1","1",0,0,0,0,0,1.5,11,0.263,2,-1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FC",7,"1","1",3,"2","2",0,0,0,0,0,2.16,3,0.105,1,-1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"CH",22,"1","0",7,"0","0",2,1,0,0,5,1.43,11,0.2,4,1,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",11,"1","0",3,"2","0",1,0,0,0,0,0,1,0.357,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",4,"1","0",1,"0","2",2,1,0,0,0,1.29,1,0.188,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FC",12,"1","0",4,"2","0",0,0,0,0,-1,2.2,70,0.278,29,1,15,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CH",4,"1","0",2,"2","1",0,0,0,0,0,2.7,37,0.246,6,-1,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",27,"1","1",9,"0","1",1,0,0,0,5,1.43,3,0.292,1,1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FC",21,"1","0",6,"1","0",0,0,0,0,2,3.03,21,0.194,3,-1,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",12,"1","0",3,"1","2",0,1,1,0,0,2.15,48,0.245,16,-1,18,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",6,"1","0",2,"0","1",1,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",29,"1","1",9,"0","0",1,0,0,0,0,2.7,19,0.266,6,-1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",13,"1","1",4,"1","1",0,0,0,0,-6,2.53,66,0.252,30,-1,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",5,"1","0",1,"1","2",2,1,0,1,0,2.73,26,0.312,5,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",14,"1","0",4,"2","2",0,0,0,0,-6,2.53,33,0.287,6,-1,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",17,"1","0",5,"1","0",1,0,0,0,5,7.2,0,0.231,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",12,"1","1",3,"2","0",1,1,0,0,0,2.31,31,0.262,9,-1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"FC",25,"1","0",8,"2","1",0,0,0,0,1,2.33,7,0.217,3,1,18,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",1,"1","1",1,"1","0",0,0,0,0,0,1.5,3,0.259,1,-1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",6,"1","1",2,"0","1",0,0,0,0,-1,2.26,44,0.275,9,-1,15,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FC",11,"1","1",3,"1","0",1,1,1,0,-1,3.45,97,0.29,29,-1,10,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"0","2",2,1,0,0,-1,2.9,54,0.23,21,-1,14,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",18,"1","0",5,"1","2",1,0,0,0,-1,2.98,0,0.25,0,1,3,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"FT",20,"1","1",6,"0","0",1,0,0,0,-1,2.57,31,0.328,5,-1,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",16,"1","0",4,"0","1",1,0,0,0,1,2.9,6,0.24,2,1,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",26,"1","1",8,"2","0",0,0,0,0,2,1.86,4,0.217,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FC",5,"1","0",2,"0","1",1,0,0,0,3,1.99,22,0.26,5,1,8,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FT",14,"1","1",3,"2","0",2,0,0,0,-3,2.46,53,0.257,19,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",30,"1","1",8,"0","0",1,0,1,0,0,2.29,83,0.314,25,1,19,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FC",24,"1","0",6,"3","2",1,0,0,0,-4,3.24,18,0.263,6,-1,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",29,"1","1",7,"0","0",1,0,0,0,-2,1.93,4,0.27,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",18,"1","1",4,"1","2",2,0,0,0,-3,3.24,32,0.214,7,-1,9,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
