"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typePO","prev_pitch_typeSI","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typePO","prevprev_pitch_typeSI","prevprev_pitch_typeSL"
"CH",6,"1","0",2,"2","2",1,0,0,0,0,2.24,38,0.247,5,1,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",24,"1","0",7,"1","0",0,0,0,0,3,3.03,13,0.262,1,-1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","1",4,"0","2",1,1,0,0,0,2.14,35,0.273,11,-1,14,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",24,"1","0",7,"0","1",1,0,0,0,0,2.63,12,0.205,2,1,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",25,"1","0",8,"0","0",0,0,0,0,2,2.24,25,0.195,5,1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",1,"1","0",1,"0","0",0,0,0,0,0,2.63,12,0.232,4,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",27,"1","0",8,"1","0",0,1,0,0,6,1.88,0,0.25,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",8,"1","1",3,"1","1",1,0,0,0,1,2.37,5,0.195,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"SI",6,"1","0",2,"0","0",1,0,0,0,0,2.18,22,0.268,6,1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",2,"1","0",1,"1","0",1,0,0,0,0,3.55,10,0.243,3,1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CU",17,"1","1",5,"0","0",2,0,0,0,0,2.12,25,0.278,5,-1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","1",4,"1","0",1,1,0,1,0,3.55,41,0.297,14,1,6,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",20,"1","0",5,"0","0",0,0,0,0,-1,1.95,0,0.273,0,-1,13,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","0",2,"1","0",0,0,0,0,1,2.29,16,0.2,6,-1,8,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",14,"1","0",5,"0","1",0,0,0,0,1,1.97,51,0.277,9,1,12,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",14,"1","1",4,"0","0",0,0,0,0,0,2.21,14,0.277,7,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",6,"1","0",2,"1","2",1,0,0,0,2,2.94,7,0.202,3,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",21,"1","1",6,"0","0",0,0,0,0,2,3.61,95,0.338,24,-1,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","1",3,"1","1",2,0,0,0,0,2.22,27,0.265,4,1,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",16,"1","0",5,"2","0",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SI",9,"1","0",3,"2","0",0,0,0,0,0,1.73,4,0.263,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CU",12,"1","1",4,"0","0",0,1,0,0,-1,3.65,73,0.294,22,1,14,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",24,"1","1",7,"0","0",1,0,0,0,0,2.14,11,0.3,1,-1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",6,"1","1",2,"2","1",1,0,1,0,0,1.5,0,0.2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",5,"1","0",1,"2","0",2,1,0,1,0,3,3,0.16,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",17,"1","0",5,"1","1",1,1,0,0,2,3.65,14,0.212,6,1,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",28,"1","1",9,"0","1",1,0,0,0,3,2.75,22,0.295,2,1,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",17,"1","1",5,"1","2",0,0,0,0,3,2.01,9,0.231,0,1,11,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"SI",22,"1","0",6,"1","0",2,1,0,0,-1,2.23,57,0.226,21,-1,13,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",17,"1","0",5,"0","1",1,1,0,0,2,3.65,14,0.212,6,1,16,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",21,"1","0",5,"0","0",1,1,0,1,0,2.04,7,0.214,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",3,"1","0",1,0,0,0,-3,2.92,5,0.228,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",8,"1","0",3,"1","0",0,0,0,0,0,3.03,8,0.191,1,-1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",16,"1","0",5,"1","0",0,0,0,0,1,2.12,45,0.245,11,1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",20,"1","1",4,"0","0",2,0,0,0,-5,2.21,15,0.2,5,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",11,"1","0",4,"0","0",0,0,0,0,0,1,1,0.176,0,-1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",2,"1","0",1,1,0,1,-5,3.11,69,0.258,25,-1,14,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",1,"1","1",1,"0","0",0,0,0,0,0,2.4,9,0.276,1,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",4,"1","1",2,"0","2",0,0,0,0,0,1.29,2,0.348,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CU",24,"1","1",6,"1","2",1,1,0,0,-3,1.99,11,0.193,2,-1,13,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",10,"1","0",3,"0","2",0,0,0,0,-1,2.01,18,0.279,2,1,11,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SI",11,"1","1",4,"1","1",0,0,0,0,0,3.65,9,0.243,3,1,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CU",19,"1","1",5,"0","0",0,0,0,0,-2,3.08,26,0.271,2,1,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",10,"1","0",3,"0","0",2,0,0,0,5,3.66,32,0.295,3,-1,15,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",6,"1","0",2,"1","0",0,0,0,0,0,2.57,17,0.259,5,-1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","0",1,"1","2",0,0,0,0,0,3,2,0.333,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CU",22,"1","1",7,"1","1",0,0,0,0,3,2.3,23,0.297,7,-1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",9,"1","1",2,"0","1",1,1,0,1,-1,1.95,14,0.235,4,-1,13,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",5,"1","1",2,"0","0",0,0,0,0,0,2.12,43,0.292,4,-1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",10,"1","0",3,"1","1",1,0,0,0,0,1.82,8,0.204,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",22,"1","0",5,"1","0",0,1,1,1,-7,1.91,35,0.239,14,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FF",19,"1","0",6,"3","2",1,0,0,0,1,1.97,8,0.275,0,1,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",17,"1","1",4,"1","0",0,1,0,0,3,3.23,35,0.277,6,-1,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",22,"1","0",7,"3","1",0,0,0,0,8,1.97,35,0.22,15,1,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",21,"1","1",7,"0","1",0,0,0,0,0,2.19,23,0.289,5,-1,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"SI",2,"1","0",1,"3","0",0,0,0,0,0,2.21,8,0.217,4,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",9,"1","0",3,"1","0",0,0,0,0,0,2.18,13,0.246,5,1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",25,"1","0",6,"3","1",0,1,0,0,0,1.85,7,0.17,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",24,"1","1",6,"1","0",2,0,0,0,-1,2.27,14,0.266,3,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CU",27,"1","0",8,"0","0",0,0,0,0,2,3.46,7,0.258,2,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",12,"1","0",3,"0","2",2,0,1,0,1,2.94,23,0.23,6,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",18,"1","1",6,"2","2",0,0,0,0,1,2.12,4,0.192,0,-1,11,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CH",11,"1","0",3,"1","1",2,1,0,0,0,3.34,39,0.266,10,1,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",9,"1","1",3,"0","1",0,0,0,0,0,2.57,1,0.136,0,-1,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",27,"1","0",8,"0","2",2,0,1,0,0,2.39,14,0.312,2,1,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",19,"1","0",4,"1","0",1,1,0,0,-6,3.14,50,0.278,15,-1,9,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",16,"1","0",3,"0","2",2,1,1,0,2,3.48,57,0.251,22,1,9,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",5,"1","0",1,"3","2",2,1,0,1,0,3,3,0.16,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CU",20,"1","0",6,"0","1",0,0,0,0,0,3.38,25,0.311,6,1,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",7,"1","0",1,"0","0",0,1,1,0,-6,2.51,21,0.18,12,-1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",10,"1","0",3,"0","0",2,1,0,0,0,2.19,11,0.23,3,-1,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",11,"1","0",4,"0","0",0,0,0,0,0,2.24,22,0.254,3,1,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",10,"1","1",2,"1","1",2,1,0,0,-1,1.95,64,0.285,11,-1,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CU",6,"1","0",2,"2","1",1,0,1,0,1,3.08,31,0.273,8,1,10,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CU",16,"1","0",4,"1","1",2,0,1,0,0,2.18,43,0.177,13,1,14,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","0",1,"0","2",1,0,0,1,0,2.4,13,0.22,4,-1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CH",22,"1","0",6,"3","1",1,0,0,0,0,2.12,60,0.224,22,1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",15,"1","0",4,"3","0",0,1,1,0,-1,3.14,55,0.247,22,-1,9,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"SI",18,"1","1",5,"1","0",1,0,0,0,2,1.61,3,0.132,1,-1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",22,"1","0",6,"1","1",2,0,0,0,3,1.88,9,0.324,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",8,"1","0",3,"0","2",0,0,0,0,0,4.09,9,0.207,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",11,"1","0",3,"1","1",0,0,0,0,0,3.23,53,0.283,12,-1,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CH",11,"1","1",4,"1","1",0,0,0,0,0,2.12,73,0.313,22,-1,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"SI",20,"1","0",5,"0","0",0,1,0,0,-2,3.08,27,0.325,6,1,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",19,"1","0",5,"0","2",2,1,0,1,3,1.88,4,0.222,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",9,"1","0",3,"1","0",0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",13,"1","0",4,"1","2",0,0,0,0,0,2.84,62,0.242,22,-1,11,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",1,"1","1",1,"0","0",0,0,0,0,0,3.46,32,0.322,3,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",10,"1","0",4,"0","1",0,0,0,0,0,1.99,34,0.244,5,-1,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",9,"1","1",2,"0","0",1,0,0,0,-3,2.86,20,0.25,5,1,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",29,"1","1",8,"2","2",2,0,0,0,5,3.66,54,0.25,11,-1,15,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",9,"1","1",3,"1","2",0,0,0,0,0,2.63,10,0.16,2,1,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CH",3,"1","1",1,"1","2",1,1,0,0,0,0.69,2,0.12,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",14,"1","1",4,"1","0",0,0,0,0,2,3.61,69,0.244,31,-1,11,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",2,"1","1",1,"2","0",0,0,1,0,0,2.12,52,0.309,12,-1,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",15,"1","1",3,"0","1",1,1,1,0,-2,2.4,3,0.236,2,-1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"FF",24,"1","0",7,"1","2",0,1,0,0,0,2.57,17,0.259,5,-1,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CH",13,"1","1",3,"0","0",0,1,0,1,-2,2.21,21,0.221,8,1,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",15,"1","1",4,"0","2",1,0,0,0,-1,2.01,43,0.28,17,1,11,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SI",11,"1","0",3,"1","0",1,0,0,0,0,1.61,8,0.156,1,-1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",21,"1","0",6,"0","0",0,0,0,0,2,1.73,22,0.33,5,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","1",2,"1","1",1,0,0,0,0,3.24,34,0.237,10,-1,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CU",22,"1","1",6,"1","2",2,0,1,0,0,2.14,35,0.273,11,-1,14,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",13,"1","1",3,"1","0",1,0,0,0,0,3.23,35,0.316,7,-1,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",20,"1","0",5,"0","0",1,0,0,0,2,3.39,56,0.271,12,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",20,"1","0",5,"1","1",0,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"SI",21,"1","1",6,"3","2",1,0,0,0,0,3.55,76,0.311,26,1,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",14,"1","0",4,"0","1",1,0,0,0,5,3.66,67,0.271,18,-1,15,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","1",4,"1","2",1,0,0,1,-1,3.65,45,0.264,11,1,14,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",25,"1","1",7,"1","0",0,1,1,1,9,2.73,10,0.264,4,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",12,"1","0",4,"0","2",0,0,0,0,3,3.74,65,0.281,15,1,14,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",25,"1","0",6,"3","0",0,1,0,0,0,1.85,7,0.17,0,1,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",11,"1","0",4,"0","0",1,0,0,0,0,1.97,62,0.318,14,1,12,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","0",6,"2","1",0,0,0,0,0,1.5,3,0.263,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CU",12,"1","0",4,"2","2",0,0,0,0,2,2.04,7,0.214,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"SI",29,"1","0",7,"0","0",2,0,0,0,-4,1.91,3,0.207,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",22,"1","0",5,"0","2",0,1,1,1,-3,2.07,38,0.321,6,-1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",3,"1","1",1,"2","1",0,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",22,"1","0",5,"0","0",0,0,0,0,2,0.69,8,0.219,3,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"1","0",4,"1","2",1,0,0,1,-2,1.91,21,0.241,4,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",26,"1","1",7,"0","0",2,1,0,0,0,2.14,2,0.143,0,-1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",8,"1","0",2,"0","1",0,1,1,0,0,0.69,3,0.286,1,-1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",18,"1","0",5,"1","1",0,1,0,1,-1,2.07,12,0.183,1,-1,14,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CU",14,"1","0",4,"0","0",1,0,0,0,-1,2.23,77,0.244,23,-1,13,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","1",3,"1","0",1,0,0,0,0,1.82,1,0.098,0,-1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FF",29,"1","0",8,"3","2",2,0,0,0,5,3.65,64,0.253,17,1,16,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CU",14,"1","0",4,"1","1",1,0,0,0,1,2.94,11,0.18,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SI",8,"1","0",2,"0","0",0,1,1,0,0,0.69,3,0.286,1,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"1","0",6,"1","0",0,0,1,0,0,1.91,3,0.207,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",10,"1","0",3,"1","0",2,0,0,0,5,3.66,32,0.295,3,-1,15,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",2,"1","0",1,"0","0",1,0,0,0,0,3.55,69,0.273,18,-1,17,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",16,"1","1",4,"0","1",2,1,0,0,0,2.11,6,0.25,1,1,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",17,"1","1",5,"0","1",0,0,0,0,0,2.57,14,0.258,3,-1,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",6,"1","0",2,"0","1",0,1,1,0,1,2.04,7,0.259,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",6,"1","0",2,"0","1",0,1,0,0,0,1.73,11,0.289,2,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",30,"1","0",9,"3","1",0,0,1,0,0,2.39,23,0.261,6,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",6,"1","0",1,"2","0",2,0,0,0,-3,3.46,10,0.182,4,1,5,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"FF",19,"1","0",6,"1","2",1,0,0,0,0,2.24,20,0.277,2,1,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",21,"1","1",6,"0","0",0,1,0,0,-1,1,6,0.283,2,-1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",4,"1","0",1,"3","2",1,1,0,0,0,0.69,8,0.219,3,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",9,"1","0",2,"1","0",1,0,0,0,-3,3.23,4,0.282,0,-1,4,4,6,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",14,"1","0",5,"2","2",0,1,0,0,0,1.99,41,0.312,9,-1,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",28,"1","1",7,"3","0",1,1,0,0,-3,3.08,26,0.271,2,1,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",27,"1","0",7,"0","0",0,0,0,0,1,3.39,0,0.333,0,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",20,"1","0",6,"0","1",1,0,0,0,0,3.55,10,0.243,3,1,6,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",19,"1","1",5,"2","2",0,0,0,0,0,2.21,1,0.172,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","0",6,"0","2",0,0,0,0,1,4.09,2,0.143,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SI",1,"1","1",1,"1","0",0,0,0,0,0,3.02,33,0.269,3,1,10,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",16,"1","0",5,"0","0",0,0,0,0,0,2.07,11,0.224,2,-1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",9,"1","1",3,"0","1",1,1,0,0,8,2.73,18,0.256,3,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CU",11,"1","0",3,"1","1",0,0,0,0,2,3.61,49,0.252,13,-1,11,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"FF",2,"1","1",1,"1","0",1,0,0,0,0,2.47,2,0.25,0,-1,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",15,"1","1",5,"1","1",0,0,0,0,0,1.99,11,0.193,2,-1,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CU",10,"1","0",4,"0","0",0,0,0,0,0,1.99,34,0.244,5,-1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",14,"1","0",3,"0","0",1,1,1,0,3,3.48,79,0.28,29,1,9,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","1",1,"3","0",0,1,0,0,2,3.75,56,0.236,23,-1,10,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SI",9,"1","0",2,"0","2",1,1,0,0,-2,4.5,3,0.286,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CU",15,"1","0",3,"0","0",2,1,1,0,-1,3.39,12,0.168,5,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",12,"1","0",4,"1","1",0,0,0,0,-1,3.14,75,0.291,25,-1,9,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",3,"1","1",1,"0","0",0,1,1,0,-3,3.46,67,0.317,19,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",7,"1","0",2,"0","2",2,0,0,0,0,2.12,45,0.245,11,1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",7,"1","1",2,"1","2",1,0,0,0,-1,2.02,30,0.278,4,1,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CU",4,"1","1",2,"3","2",0,0,0,0,1,2.04,5,0.273,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CU",1,"1","0",1,"0","1",0,0,0,0,0,2.29,21,0.286,6,-1,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",11,"1","0",3,"3","2",0,0,1,0,-1,2.01,24,0.289,0,1,11,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",13,"1","0",4,"0","0",0,0,0,0,6,3.45,51,0.275,13,-1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",23,"1","1",7,"0","0",2,0,0,1,0,2.39,32,0.329,3,1,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",19,"1","1",5,"1","1",1,0,1,0,0,2.27,10,0.307,3,1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",22,"1","0",7,"2","0",0,1,0,0,1,2.12,26,0.286,5,-1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",20,"1","0",5,"0","1",0,0,0,0,-1,1.95,0,0.273,0,-1,13,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",8,"1","1",2,"2","1",2,1,0,0,0,2.18,53,0.222,15,1,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CH",8,"1","0",3,"1","2",0,0,0,0,0,2.24,4,0.429,3,1,9,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",11,"1","1",4,"1","2",0,0,0,0,5,3.66,54,0.25,11,-1,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CU",11,"1","1",3,"0","1",2,0,0,0,2,2.04,4,0.261,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
