"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typePO","prev_pitch_typeSI","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typePO","prevprev_pitch_typeSI","prevprev_pitch_typeSL"
"CU",20,"1","0",6,"1","1",0,0,0,0,1,2.84,42,0.302,10,-1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",23,"1","0",5,"0","1",0,0,0,0,2,0.69,5,0.281,2,-1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",4,"1","0",1,"0","0",1,1,0,0,-1,2.07,38,0.321,6,-1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",5,"1","0",2,"0","0",1,0,0,0,0,2.37,4,0.191,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",18,"1","0",5,"0","1",1,0,1,1,-2,1.99,6,0.319,2,-1,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","0",6,"0","0",2,1,0,1,2,2.37,5,0.291,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"1","1",5,"0","1",2,0,1,1,0,2.04,5,0.273,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",27,"1","0",6,"2","1",0,0,1,1,-1,1.85,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CU",9,"1","1",3,"3","2",0,1,0,0,0,1.5,0,0.176,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",10,"1","0",3,"1","1",2,0,0,0,8,2.73,12,0.264,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CU",25,"1","0",7,"1","1",1,0,1,0,0,2.57,23,0.272,3,-1,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",12,"1","1",4,"2","1",1,0,0,0,-1,1.97,70,0.294,22,1,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"FF",4,"1","1",2,"2","2",0,0,0,0,0,2.37,4,0.214,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","0",1,"0","1",1,0,0,1,0,2.4,13,0.22,4,-1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",10,"1","0",3,"0","0",0,0,0,0,6,3.45,32,0.28,8,-1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","0",2,"0","0",1,0,0,0,0,1.91,2,0.132,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",9,"1","1",3,"0","0",0,0,0,0,2,2.04,6,0.205,2,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",22,"1","0",6,"1","2",2,0,0,0,0,1.82,14,0.309,3,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",8,"1","0",3,"0","0",0,0,0,0,-1,2.3,8,0.245,0,-1,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","0",1,"0","0",1,0,0,0,0,3.55,10,0.243,3,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",4,"1","1",2,"0","0",0,0,0,0,2,1.61,2,0.2,2,-1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","1",1,"0","1",0,0,0,0,0,2.21,12,0.311,4,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"SI",8,"1","0",3,"1","2",0,0,0,0,0,2.21,7,0.226,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"CU",27,"1","1",7,"1","2",2,0,0,0,2,3,0,0.067,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",22,"1","0",6,"1","2",2,1,0,0,-1,2.23,57,0.226,21,-1,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CU",26,"1","0",6,"0","0",2,0,1,0,-4,1.91,1,0.313,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","1",2,"0","0",0,0,0,0,0,2.21,14,0.277,7,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",32,"1","1",8,"1","0",2,1,0,0,2,3.34,67,0.221,28,1,7,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",16,"1","1",5,"1","2",0,0,0,0,1,2.77,28,0.303,7,1,11,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CU",23,"1","0",6,"2","0",0,0,0,0,6,3.55,78,0.28,21,-1,17,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CU",10,"1","1",3,"0","0",0,0,0,0,2,3.61,79,0.26,28,-1,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",12,"1","0",4,"2","0",1,0,1,0,0,1.91,6,0.204,3,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",26,"1","1",6,"3","1",2,1,1,0,0,2.18,53,0.222,15,1,14,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",20,"1","1",5,"0","0",2,0,0,0,4,3.66,54,0.25,11,-1,15,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",16,"1","0",5,"1","1",0,0,0,0,0,2.14,24,0.221,3,-1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","1",1,"0","0",0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",14,"1","0",3,"0","1",1,0,0,0,-1,3.05,49,0.29,11,-1,10,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",8,"1","0",2,"0","0",1,0,0,1,0,1.61,2,0.2,1,-1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",6,"1","0",2,"0","0",0,0,0,0,4,3.45,31,0.23,5,-1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",2,"1","1",1,"3","2",1,0,0,0,0,3.79,94,0.283,35,1,11,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CH",25,"1","1",6,"2","2",0,0,0,0,-4,2.21,16,0.224,9,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CH",4,"1","1",2,"0","2",0,0,0,0,1,2.04,5,0.273,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"CU",24,"1","1",6,"0","0",2,0,1,0,8,3.75,47,0.294,16,-1,10,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","0",1,"0","0",2,0,0,0,0,3.08,45,0.289,8,1,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",3,"1","0",1,"1","2",1,0,0,0,0,3.13,66,0.324,17,1,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",9,"1","0",3,"1","2",1,0,1,0,0,4.09,2,0.143,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"SI",17,"1","0",5,"0","2",0,0,0,0,0,2.11,11,0.217,1,1,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",25,"1","0",7,"0","0",0,0,0,0,0,2.12,45,0.245,11,1,14,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",21,"1","0",5,"2","0",0,1,1,1,0,1.38,12,0.253,4,-1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",29,"1","1",8,"0","1",2,0,1,0,-2,2.1,24,0.258,7,-1,10,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",16,"1","0",5,"2","2",1,0,1,0,2,2.75,6,0.211,3,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",26,"1","1",7,"1","2",1,0,1,0,0,2.12,52,0.271,10,1,14,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CU",22,"1","0",5,"0","0",1,0,0,0,-1,1.95,72,0.322,23,-1,13,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",20,"1","0",6,"1","0",1,1,0,0,9,2.73,9,0.271,3,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",13,"1","1",4,"0","0",0,0,0,0,-1,1.73,16,0.262,3,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",24,"1","1",5,"3","2",2,0,0,0,-1,2.4,3,0.236,2,-1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"CH",5,"1","0",2,"0","0",0,1,0,0,0,3.38,28,0.28,8,1,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",29,"1","1",6,"0","0",2,0,1,1,-2,1.85,15,0.277,5,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","1",4,"1","1",0,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CU",9,"1","0",3,"0","0",2,0,0,0,0,1.91,6,0.196,3,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",4,"0","1",1,0,0,0,0,2.1,33,0.23,12,-1,10,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",9,"1","0",3,"0","1",0,0,0,0,0,2.84,25,0.182,12,-1,11,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",9,"1","0",2,"0","0",2,1,1,0,0,2.4,8,0.241,3,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",21,"1","1",6,"2","2",0,0,0,0,6,2.22,27,0.265,4,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"FF",15,"1","0",4,"1","2",2,0,0,0,-1,2.02,50,0.203,16,1,11,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"SI",5,"1","1",2,"0","0",0,0,0,0,0,3.65,45,0.264,11,1,14,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",22,"1","1",6,"0","0",0,0,0,0,-2,3.49,83,0.245,35,1,17,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",15,"1","1",4,"1","2",2,0,0,0,4,2.47,16,0.273,7,-1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",17,"1","0",5,"0","2",0,0,0,0,2,2.11,4,0.256,0,-1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",7,"1","1",2,"1","1",1,0,0,0,0,2.21,16,0.224,9,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"CH",20,"1","1",6,"0","2",1,1,0,1,2,2.37,6,0.25,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",29,"1","0",8,"3","0",0,0,0,0,-1,2.27,19,0.305,3,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CU",20,"1","0",5,"1","2",2,0,0,0,2,3.46,54,0.271,10,1,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",9,"1","0",2,"0","1",2,1,0,1,-1,0,2,0.294,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"0","1",0,0,0,0,-1,2.01,43,0.267,9,1,11,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",15,"1","0",3,"0","2",2,1,1,0,-1,3.39,12,0.168,5,-1,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"FF",24,"1","0",8,"2","2",0,0,0,0,0,2.1,30,0.311,1,-1,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"CU",6,"1","1",2,"2","2",0,0,0,0,2,3.75,47,0.294,16,-1,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SI",22,"1","1",7,"3","2",0,0,0,0,3,2.3,23,0.297,7,-1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"SI",7,"1","1",2,"1","0",1,0,1,0,-1,2.01,48,0.279,8,1,11,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",9,"1","1",2,"1","0",2,1,0,0,5,3.02,0,0.053,0,-1,12,6,3,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"SI",5,"1","1",2,"0","0",0,0,0,0,-1,2.02,74,0.276,28,1,11,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",1,"1","0",1,"2","0",0,0,0,0,2,3.75,4,0.286,0,-1,10,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",9,"1","0",3,"1","1",1,0,0,0,1,2.47,0,0,0,-1,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SI",18,"1","0",5,"1","0",0,0,0,0,-2,3.08,3,0.253,0,1,10,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CU",27,"1","1",7,"0","0",2,1,0,0,1,1.8,3,0.277,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",19,"1","0",5,"1","2",2,0,0,0,2,1.73,0,0.313,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CU",2,"1","0",1,"0","1",1,0,0,0,0,2.73,9,0.271,3,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",13,"1","0",3,"0","0",1,0,1,0,-2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",18,"1","1",4,"1","2",1,0,0,0,2,3.48,58,0.295,4,1,9,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"FF",12,"1","0",4,"0","0",0,0,0,0,0,1.99,93,0.263,30,-1,13,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",15,"1","0",4,"0","0",1,0,0,0,-2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",14,"1","0",4,"1","2",1,0,0,0,-1,2.23,77,0.244,23,-1,13,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CU",16,"1","0",5,"0","0",2,0,0,0,1,1.97,42,0.225,16,1,12,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",11,"1","0",3,"0","2",2,0,0,0,0,2.84,42,0.302,10,-1,11,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CH",18,"1","1",6,"1","1",0,1,0,0,1,2.29,0,0.111,0,-1,8,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CU",15,"1","1",4,"1","1",1,0,0,0,6,3.75,47,0.294,16,-1,10,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"CU",3,"1","0",1,"0","1",1,0,0,0,0,1.38,12,0.253,4,-1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",12,"1","0",3,"1","0",1,0,0,0,-1,1.85,13,0.228,4,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FF",7,"1","0",2,"0","0",1,1,0,0,0,2.4,5,0.242,2,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",13,"1","0",4,"0","0",1,0,0,0,3,3.74,63,0.263,16,1,14,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CU",33,"1","1",7,"1","2",2,0,1,0,-2,3.05,36,0.256,6,-1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SI",9,"1","1",2,"0","0",1,1,0,1,0,0.69,0,0.143,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",13,"1","0",4,"1","0",0,0,0,0,2,2.11,4,0.185,1,-1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",26,"1","0",7,"0","0",1,1,0,0,6,2.22,1,0.158,0,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",2,"1","1",1,"0","0",0,1,0,0,0,2.69,44,0.302,11,1,12,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",19,"1","0",5,"1","0",0,1,0,0,-1,2.07,49,0.288,9,-1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SI",27,"1","1",7,"0","0",1,0,0,0,1,2.11,6,0.281,0,1,10,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",24,"1","0",6,"1","1",0,1,1,0,-2,3.65,39,0.21,11,1,14,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CU",21,"1","1",6,"0","0",2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",18,"1","0",5,"0","1",1,0,0,0,2,2.94,15,0.215,5,1,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"CH",5,"1","1",1,"0","0",2,1,1,0,0,1.95,64,0.271,15,-1,13,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",19,"1","0",5,"1","0",0,1,0,0,1,3,2,0.156,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",30,"1","0",8,"2","1",1,0,1,0,1,1.8,11,0.275,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CH",14,"1","1",3,"1","0",2,0,1,0,0,3.23,30,0.24,11,-1,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",4,"1","0",2,"0","0",0,0,0,0,1,1.88,9,0.324,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",3,"1","0",1,"2","1",2,0,0,0,0,3.55,84,0.309,21,-1,17,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",18,"1","1",6,"0","1",0,0,0,0,1,2.63,10,0.16,2,1,8,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",20,"1","0",5,"1","0",0,0,0,0,6,3.55,69,0.273,18,-1,17,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"CH",5,"1","0",2,"1","0",0,0,0,0,0,2.12,78,0.239,23,1,14,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"FF",8,"1","0",3,"0","1",0,0,0,0,1,2.29,9,0.195,1,-1,8,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"SI",7,"1","0",3,"1","1",0,0,0,0,0,3,0,0.125,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",18,"1","0",5,"0","2",0,0,0,0,-1,1.85,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","0",5,"0","2",1,1,0,0,2,2.75,6,0.211,3,1,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CH",8,"1","1",3,"0","1",0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CH",25,"1","1",6,"2","1",0,0,0,0,-4,2.21,16,0.224,9,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"SI",12,"1","0",3,"2","1",1,0,0,0,-1,1.85,13,0.228,4,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",20,"1","0",5,"3","2",2,0,0,0,2,3.46,54,0.271,10,1,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","0",1,"1","2",1,0,0,0,0,3.38,25,0.311,6,1,9,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SI",6,"1","1",2,"0","0",0,0,1,0,1,1.61,6,0.226,1,-1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",4,"1","1",2,"0","2",0,0,0,0,0,1.29,2,0.348,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CH",23,"1","0",6,"2","0",2,0,0,0,0,1.5,7,0.217,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",2,"1","1",1,"0","0",1,0,0,0,0,3.79,94,0.283,35,1,11,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",25,"1","1",6,"0","2",2,1,0,0,0,2.11,6,0.25,1,1,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",1,"1","0",1,"1","2",0,0,0,0,0,2.86,30,0.273,5,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SI",4,"1","0",2,"0","0",0,0,0,0,0,1.91,35,0.239,14,1,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",7,"1","1",2,"0","0",1,0,0,0,0,3.39,21,0.268,6,-1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",6,"1","0",2,"2","1",0,0,0,0,0,2.57,17,0.259,5,-1,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SI",6,"1","0",1,"0","0",2,0,1,1,-1,2.22,4,0.205,2,1,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",12,"1","0",3,"0","0",2,0,0,0,2,3.65,73,0.309,18,1,16,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",27,"1","1",8,"0","1",0,0,1,1,-2,2.1,25,0.229,5,-1,10,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SI",17,"1","0",5,"3","0",0,0,0,0,6,3.45,16,0.157,5,-1,5,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",2,"1","0",1,"2","2",1,0,0,0,0,2.01,24,0.289,0,1,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SI",14,"1","1",4,"0","1",2,0,0,0,3,3.74,49,0.273,11,1,14,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",11,"1","0",3,"2","0",0,0,0,0,-1,1.95,0,0.273,0,-1,13,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CH",10,"1","0",3,"2","2",2,0,0,0,1,2.29,21,0.286,6,-1,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CH",6,"1","1",1,"1","2",0,1,1,0,-3,2.51,3,0.333,1,-1,9,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",25,"1","0",7,"2","0",1,0,0,0,1,1.82,6,0.141,0,-1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CU",21,"1","1",5,"2","0",2,1,0,1,-2,3.65,73,0.294,22,1,14,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SI",7,"1","1",2,"0","0",2,0,0,0,2,2.94,6,0.219,2,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",29,"1","0",8,"0","2",2,1,0,0,5,2.94,13,0.264,3,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CH",13,"1","0",3,"0","0",2,1,0,0,1,2.53,24,0.262,5,-1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",2,"1","1",1,"1","2",1,0,0,0,0,2.75,35,0.28,10,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SI",27,"1","0",7,"0","0",2,0,0,0,2,1.73,4,0.263,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",11,"1","0",3,"2","2",2,0,0,0,-1,1.38,14,0.316,0,-1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CH",5,"1","0",2,"1","1",0,1,0,0,0,3.38,28,0.28,8,1,9,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SI",3,"1","1",1,"0","0",0,1,0,0,0,3.54,88,0.297,40,-1,18,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"SI",14,"1","0",4,"1","0",1,0,0,0,-1,1.73,25,0.322,7,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",24,"1","1",7,"2","0",2,0,1,0,0,2.29,16,0.225,5,-1,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"CU",25,"1","0",6,"1","2",1,1,0,0,1,3.61,7,0.231,1,-1,11,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CH",6,"1","1",2,"1","2",2,1,0,0,0,1.97,13,0.296,2,1,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"FF",11,"1","0",2,"0","1",1,1,0,0,0,3.54,79,0.258,24,-1,18,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",17,"1","0",5,"1","1",2,1,0,0,2,2.3,8,0.245,0,-1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"CH",22,"1","1",5,"1","0",1,0,0,1,-3,1.29,2,0.348,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CH",4,"1","1",2,"1","1",0,0,0,0,0,1.91,1,0.273,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CU",26,"1","1",8,"1","1",2,0,0,0,0,2.19,12,0.276,2,-1,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",13,"1","1",4,"2","2",2,0,0,0,0,2.39,29,0.323,8,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"SI",19,"1","0",5,"0","1",0,1,0,1,-2,3.65,32,0.264,10,1,14,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"FF",16,"1","0",4,"1","2",2,0,1,0,0,2.18,43,0.177,13,1,14,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CH",28,"1","0",8,"1","0",1,0,0,0,5,3.65,32,0.256,6,1,16,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SI",10,"1","1",4,"2","0",0,0,0,0,1,3.55,62,0.295,21,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"CH",16,"1","1",5,"1","1",0,1,0,0,3,2.04,7,0.231,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"SI",25,"1","0",7,"1","0",0,0,0,0,0,2.12,45,0.245,11,1,14,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CU",20,"1","0",6,"1","2",0,0,0,0,1,2.12,31,0.249,3,1,14,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
