"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",5,"0","0",2,"1","0",0,1,0,0,0,3.02,28,0.277,9,-1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",21,"0","1",5,"1","1",0,1,1,0,3,1.97,33,0.274,9,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",26,"0","1",7,"1","1",2,1,1,0,0,2.66,0,0.125,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",7,"0","1",2,"1","2",2,0,1,0,1,2.12,3,0.257,2,-1,10,3,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",12,"0","0",3,"1","0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",2,"1","1",2,1,0,0,2,2.16,2,0.174,1,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",18,"0","1",5,"0","0",2,1,1,0,-1,2.06,4,0.333,2,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"2","2",0,1,0,0,2,1.97,2,0.143,1,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",20,"0","1",5,"0","0",0,0,0,0,3,2.03,73,0.28,15,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"1","1",0,0,0,0,2,2.16,0,0,0,-1,8,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",14,"0","1",4,"3","2",1,0,0,0,1,2.12,42,0.233,9,-1,10,3,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",12,"0","1",4,"0","2",1,0,0,0,3,1.59,35,0.249,15,-1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",15,"0","1",4,"0","0",1,0,0,0,0,2.27,7,0.232,2,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",27,"0","0",7,"1","2",0,0,0,0,1,2.27,1,0.271,0,-1,6,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",27,"0","1",7,"1","0",1,1,0,0,-1,3.04,11,0.156,2,-1,6,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",25,"0","0",6,"2","1",1,0,0,0,-2,2.27,26,0.233,11,-1,6,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","0",1,"3","2",2,0,0,0,0,2.66,8,0.237,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1
"Slider/Cutter",13,"0","1",4,"1","2",0,0,0,0,-1,2.01,83,0.26,31,1,10,2,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",9,"0","1",3,"2","1",0,1,0,0,1,2.12,6,0.222,0,-1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"0","0",1,0,0,0,-1,5.93,11,0.25,2,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",19,"0","1",5,"0","2",2,0,0,0,1,3.04,14,0.281,2,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",7,"0","1",2,"0","0",1,0,0,0,-1,5.93,7,0.188,2,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",25,"0","1",6,"2","0",2,0,0,1,0,2.2,15,0.237,0,-1,12,4,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",22,"0","1",6,"1","1",2,0,0,0,3,2.16,34,0.273,10,-1,8,1,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",7,"0","1",2,"0","2",0,0,0,0,-1,2.37,3,0.163,1,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",25,"0","1",7,"0","0",2,0,0,0,-1,2.87,31,0.335,7,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",30,"0","1",8,"1","2",2,0,0,0,2,2.14,57,0.283,13,-1,10,2,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,2.2,87,0.274,16,-1,12,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",9,"0","0",3,"1","2",0,0,0,0,0,0,0,0.333,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",5,"0","1",2,"0","1",0,0,0,0,6,3.66,7,0.243,3,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",18,"0","0",5,"3","1",0,0,0,0,-2,2.09,5,0.237,0,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",7,"0","1",2,"0","2",0,0,0,0,-2,2.03,12,0.246,0,1,10,3,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",21,"0","1",6,"0","0",0,0,0,0,7,2.03,45,0.243,7,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"2","2",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Slider/Cutter",25,"0","0",8,"1","2",2,0,0,0,3,1.73,17,0.214,4,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0
"Slider/Cutter",7,"0","0",2,"0","2",0,1,0,0,0,2.27,26,0.233,11,-1,6,1,0,0,0,0,0,0,1,0,0,0,0,1
"ChangeUp",4,"0","1",2,"1","2",0,0,0,0,0,2.66,9,0.302,3,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",19,"0","1",5,"0","1",0,0,0,0,-1,4.36,20,0.248,7,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",24,"0","1",7,"0","0",2,1,0,1,5,1.59,14,0.299,3,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"1","1",2,0,0,0,1,3.27,19,0.235,8,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",26,"0","1",6,"1","2",2,1,0,0,3,2.03,18,0.255,4,1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",8,"0","1",2,"2","2",2,0,0,0,1,3.04,3,0.143,1,-1,6,2,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",19,"0","0",5,"2","1",1,0,0,0,-1,2.01,40,0.294,10,1,10,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",11,"0","1",4,"0","0",0,0,0,0,0,4.21,25,0.353,6,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",27,"0","0",8,"1","1",0,0,0,0,0,3.02,36,0.291,9,-1,6,4,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",22,"0","1",6,"0","0",2,0,0,0,0,5.93,17,0.257,6,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",26,"0","1",8,"0","1",0,0,0,0,1,5.93,7,0.188,2,-1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"1","1",0,0,0,1,0,5.32,19,0.351,6,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",25,"0","1",6,"2","2",1,1,0,0,3,2.03,12,0.246,0,1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",13,"0","1",3,"2","2",0,1,1,0,1,1.88,31,0.219,11,1,10,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",23,"0","1",5,"0","2",2,1,0,0,2,1.97,44,0.29,13,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"0","0",1,0,0,0,0,2.66,1,0.231,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",15,"0","1",4,"0","0",0,1,1,0,-1,2.74,9,0.305,2,-1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"2","2",0,0,1,0,-1,1.5,9,0.439,2,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",20,"0","1",6,"1","1",0,0,0,0,3,2.12,53,0.271,8,-1,10,3,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",3,"0","1",1,"0","1",0,1,0,0,0,2.25,12,0.377,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",15,"0","1",4,"0","1",0,0,0,0,2,2.8,38,0.249,5,-1,7,4,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",2,"0","1",1,"0","2",1,0,0,0,0,3.02,20,0.273,6,-1,6,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",20,"0","0",5,"0","0",2,0,0,0,2,2.8,48,0.294,16,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",17,"0","1",5,"0","2",0,0,0,0,0,3.02,2,0.138,0,-1,6,4,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",7,"0","1",2,"2","2",2,1,0,0,2,2.08,29,0.281,2,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",26,"0","1",8,"2","2",0,0,0,0,1,5.93,7,0.188,2,-1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",2,"0","0",1,"1","0",0,1,0,0,0,3.66,25,0.246,8,-1,4,2,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",24,"0","1",5,"0","0",1,0,0,0,-4,1.99,65,0.258,16,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"0","2",1,0,0,0,0,2.2,49,0.278,8,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",25,"0","1",7,"0","1",0,0,0,0,-1,3.04,10,0.286,1,-1,6,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",9,"0","1",2,"0","0",2,0,0,0,0,1.88,21,0.271,3,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",7,"0","1",2,"2","2",1,1,0,0,0,2.09,14,0.222,5,1,11,3,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"1","2",2,0,0,0,1,2.74,9,0.305,2,-1,6,3,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",6,"0","1",2,"0","2",0,0,0,0,-1,5.32,15,0.231,6,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",28,"0","1",8,"0","0",0,1,0,0,7,2.03,18,0.323,3,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",1,"0","1",1,"0","2",0,0,0,0,0,2.03,18,0.323,3,-1,9,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",29,"0","1",7,"0","0",2,1,0,0,1,2.27,42,0.305,11,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","0",3,"3","0",1,0,0,0,0,1.76,6,0.2,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"0","1",0,0,0,0,2,2.14,2,0.125,0,-1,10,2,7,8,0,0,1,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",4,"1","1",0,0,0,0,-3,1.99,64,0.257,6,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",8,"0","1",2,"1","2",2,0,0,0,-1,1.5,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",28,"0","1",8,"0","1",0,0,0,0,1,3.68,0,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",26,"0","1",6,"0","0",2,1,0,0,-2,2.27,0,0,0,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",29,"0","1",7,"0","1",2,1,0,0,1,2.27,42,0.305,11,-1,6,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",2,"0","0",1,0,0,0,0,2.06,33,0.263,9,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",2,"3","1",0,0,0,0,0,2.09,52,0.277,10,1,11,3,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",10,"0","1",3,"0","0",2,0,0,0,1,3.27,19,0.235,8,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",2,"0","1",0,0,0,0,2,1.97,44,0.29,13,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",17,"0","0",4,"2","1",2,1,0,0,0,1.23,0,0.209,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",27,"0","1",6,"2","2",0,0,0,0,1,2.2,6,0.141,1,-1,6,1,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",28,"0","1",8,"1","2",0,1,0,0,7,2.03,18,0.323,3,-1,9,1,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",16,"0","1",4,"0","2",1,0,0,0,-2,2.09,6,0.3,1,1,10,1,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",24,"0","1",5,"0","1",0,1,1,0,-1,2.2,19,0.295,1,-1,6,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",13,"0","1",3,"0","2",2,1,0,0,0,2.27,34,0.27,5,-1,6,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",24,"0","1",7,"1","2",0,0,0,0,2,3.27,0,0,0,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",20,"0","1",6,"0","0",0,0,0,0,-1,2.87,56,0.296,19,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",3,"1","0",1,1,0,1,2,2.8,50,0.272,12,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",4,"0","0",0,0,0,0,0,2.66,1,0.264,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"1","2",1,0,0,0,0,4.21,18,0.267,4,-1,3,2,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",20,"0","1",6,"2","2",0,0,0,0,1,3.04,16,0.347,4,-1,6,2,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",28,"0","1",8,"1","1",0,0,0,0,1,3.68,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",30,"0","1",8,"1","1",1,1,0,0,7,2.03,45,0.243,7,-1,9,1,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",8,"0","1",2,"3","2",2,0,0,0,-2,4.36,0,0.242,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",14,"0","1",3,"0","0",1,1,0,0,-3,4.36,12,0.228,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","0",6,"0","0",0,0,0,0,2,0,1,0.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",5,"0","1",1,"0","0",1,0,0,0,-3,2.03,58,0.312,17,1,10,3,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",9,"0","1",3,"0","2",0,0,0,0,1,3.04,11,0.156,2,-1,6,2,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",9,"0","1",3,"1","1",1,0,0,0,-1,2.87,31,0.297,7,1,6,4,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","0",0,0,0,0,2,2.03,21,0.271,3,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",24,"0","1",7,"1","2",2,0,1,1,5,1.59,14,0.299,3,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"0","2",2,1,0,0,0,0,0,0.118,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",18,"0","1",5,"0","1",0,0,0,0,2,2.8,22,0.228,5,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",17,"0","1",5,"0","0",0,0,0,0,3,2.16,2,0.174,1,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",6,"0","1",2,"0","2",0,0,0,0,0,2.09,45,0.247,6,1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",6,"0","1",1,"0","2",2,1,0,0,-2,2.2,19,0.295,1,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",17,"0","1",5,"1","0",0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"1","0",0,0,0,0,6,3.66,3,0.375,0,-1,4,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"0","1",2,0,0,0,2,3.27,30,0.198,10,1,5,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",20,"0","1",4,"1","2",1,1,1,1,-1,2.2,19,0.339,6,-1,6,1,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",18,"0","0",6,"0","2",0,0,0,0,0,0,0,0.333,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",17,"0","1",4,"0","1",0,1,0,0,-1,2.2,21,0.222,6,-1,6,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",15,"0","1",5,"0","0",0,0,0,0,0,2.66,1,0.231,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",3,"0","2",2,0,1,1,-2,2.03,57,0.263,10,1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",12,"0","1",4,"2","0",2,0,0,0,0,2.06,52,0.326,12,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",4,"0","1",2,"0","0",0,0,0,0,-1,4.36,24,0.281,6,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",4,"3","2",0,0,0,0,9,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",5,"0","1",2,"0","0",0,0,0,0,0,2.09,52,0.277,10,1,11,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",15,"0","1",5,"0","0",0,0,0,0,0,0,0,0.333,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",23,"0","0",5,"0","1",0,0,0,0,-4,1.99,70,0.27,19,-1,12,3,0,0,0,1,0,0,0,1,0,0,0,0
"Slider/Cutter",20,"0","1",5,"2","2",2,0,0,0,10,1.5,8,0.31,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",11,"0","1",3,"0","1",0,0,0,0,-2,2.09,30,0.271,2,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",25,"0","1",7,"0","0",0,0,0,0,-1,3.04,10,0.286,1,-1,6,2,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",17,"0","0",3,"3","2",2,0,0,0,-3,1.88,16,0.263,4,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",20,"0","1",6,"0","1",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",3,"1","2",1,0,0,0,0,5.32,19,0.351,6,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",11,"0","1",4,"2","1",0,0,0,0,1,2.74,35,0.257,14,-1,6,3,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",16,"0","1",5,"2","2",0,0,0,0,1,2.12,3,0.257,2,-1,10,3,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",15,"0","1",5,"1","1",0,0,0,0,0,2.66,1,0.231,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",24,"0","1",7,"1","2",0,0,0,0,5,2.8,38,0.249,5,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",17,"0","0",5,"2","2",1,0,0,0,1,2.12,15,0.28,1,-1,10,3,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",28,"0","1",8,"2","2",0,1,1,0,4,1.59,25,0.283,3,-1,5,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",19,"0","1",5,"2","2",2,0,1,0,0,3.02,8,0.25,2,-1,6,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",16,"0","1",4,"0","1",1,1,0,0,-2,2.25,12,0.345,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",17,"0","0",3,"2","0",2,0,0,0,-3,1.88,16,0.263,4,1,10,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",28,"0","1",8,"2","0",0,0,0,0,2,3.27,19,0.235,8,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",25,"0","1",7,"0","0",1,0,0,0,7,2.03,41,0.309,2,-1,9,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",6,"0","1",2,"0","0",0,0,0,0,0,2.2,62,0.264,10,-1,12,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",23,"0","1",6,"0","0",0,0,1,0,-2,2.09,61,0.322,16,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",4,"1","0",1,0,0,0,1,1.73,13,0.277,1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",4,"0","0",1,0,0,0,-2,2.09,6,0.3,1,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",21,"0","1",6,"1","2",0,0,0,0,1,2.2,105,0.314,23,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",17,"0","1",6,"0","0",0,0,0,0,5,1.59,17,0.263,5,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",15,"0","1",5,"1","1",2,0,0,0,0,3.01,0,0.235,0,1,6,3,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",4,"0","1",2,"1","0",0,0,0,0,0,2.87,50,0.233,17,1,6,4,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",25,"0","0",7,"2","2",1,1,0,0,2,2.14,6,0.253,0,-1,10,2,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",12,"0","0",4,"1","2",0,0,1,0,1,2.74,37,0.26,4,-1,6,3,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",27,"0","0",7,"0","1",0,0,0,0,1,2.27,1,0.271,0,-1,6,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",12,"0","0",3,"3","2",2,0,1,0,1,0,1,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",23,"0","1",7,"0","2",0,0,0,0,9,3.66,7,0.243,3,-1,4,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",4,"0","1",1,"1","1",2,1,0,0,0,2.09,37,0.241,6,1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,3.68,0,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",22,"0","1",6,"0","1",0,0,0,0,-3,2.01,83,0.26,31,1,10,2,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",7,"0","1",3,"0","0",0,0,0,0,-1,2.87,31,0.335,7,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",13,"0","1",4,"0","2",1,0,0,0,3,2.16,34,0.273,10,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",20,"0","1",6,"1","1",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",9,"0","1",3,"1","2",1,1,0,0,0,3.68,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Fastball",18,"0","0",5,"1","0",0,0,0,0,-2,2.09,5,0.237,0,1,10,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",10,"0","1",3,"0","1",0,1,0,0,0,2.2,87,0.274,16,-1,12,4,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",7,"0","1",3,"0","1",0,0,0,0,2,2.3,6,0.406,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",23,"0","1",5,"1","2",1,0,0,0,-1,1.88,42,0.306,2,1,10,1,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",29,"0","1",6,"0","0",2,0,0,0,1,2.2,19,0.339,6,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",4,"0","1",1,0,0,0,-2,2.09,26,0.198,7,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",24,"0","1",7,"3","2",1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",10,"0","0",3,"1","0",0,1,0,0,2,1.97,14,0.246,0,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",14,"0","1",4,"0","0",1,0,0,0,3,2.16,29,0.236,5,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",4,"3","2",1,0,0,0,2,2.03,43,0.282,7,1,10,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",11,"0","1",4,"1","0",0,0,0,0,1,2.74,35,0.257,14,-1,6,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",6,"0","0",2,"0","1",1,0,0,0,0,1.23,10,0.333,3,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",4,"0","0",1,"3","1",0,1,1,0,0,2.25,9,0.315,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",16,"0","1",4,"3","2",2,0,0,0,1,3.04,10,0.286,1,-1,6,2,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",23,"0","1",6,"1","0",0,0,1,0,1,2.08,36,0.269,3,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"0","0",0,0,1,0,1,2.08,36,0.269,3,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"0","1",1,1,0,0,0,0,1,0.25,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",5,"0","0",0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",16,"0","1",5,"0","2",2,1,0,0,3,1.59,34,0.279,4,-1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",16,"0","1",4,"0","1",2,0,0,0,1,3.04,10,0.286,1,-1,6,2,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"1","1",2,0,0,0,0,2.3,23,0.264,9,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",15,"0","1",3,"0","0",2,1,0,1,-1,2.2,19,0.295,1,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"1","1",2,0,0,0,2,2.3,23,0.264,9,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",10,"0","0",4,"1","1",0,0,0,0,2,2.3,14,0.272,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
