"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeFastball","prev_pitch_typeOthers","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeFastball","prevprev_pitch_typeOthers","prevprev_pitch_typeSlider.Cutter"
"Fastball",2,"0","1",1,"0","0",1,0,0,0,0,2.66,1,0.264,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,1.88,22,0.313,4,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"2","2",0,0,1,0,-1,1.5,9,0.439,2,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",14,"0","1",4,"0","1",0,0,0,0,-2,2.09,61,0.322,16,1,10,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"1","0",1,0,0,0,0,1.97,33,0.274,9,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",25,"0","1",7,"0","1",0,0,0,0,-1,4.36,2,0.375,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",23,"0","1",6,"0","1",2,1,0,0,7,2.03,29,0.213,10,-1,9,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",15,"0","1",4,"2","1",2,1,0,0,3,2.16,21,0.239,6,-1,8,1,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",18,"0","1",6,"0","0",1,0,0,0,5,1.59,14,0.287,4,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",5,"0","1",0,0,1,0,0,1.76,5,0.171,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",16,"0","1",4,"0","0",1,1,0,0,2,2.8,1,0.2,0,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",3,"1","1",0,1,0,0,0,2.2,82,0.287,17,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"1","0",0,1,0,0,2,2.16,21,0.239,6,-1,8,1,0,0,0,1,0,0,0,1,0,0,0,0
"Slider/Cutter",17,"0","1",6,"2","2",0,0,0,0,5,1.59,17,0.263,5,-1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",4,"0","1",1,"0","0",2,1,0,0,0,0,0,0.118,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",14,"0","1",5,"0","0",1,0,0,0,2,2.3,24,0.317,5,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",18,"0","1",5,"0","0",1,0,1,0,3,2.16,0,0,0,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",18,"0","1",5,"0","1",2,1,0,0,2,2.14,2,0.125,0,-1,10,2,7,8,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",27,"0","0",7,"0","0",0,0,0,0,1,2.27,1,0.271,0,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",21,"0","0",6,"0","2",1,0,0,0,3,2.16,55,0.256,19,-1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",5,"0","0",2,"0","1",1,0,0,0,0,2.3,59,0.283,13,1,7,1,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",28,"0","0",7,"3","1",0,1,0,0,5,1.97,14,0.246,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",3,"0","1",1,"1","0",2,0,0,0,0,2.06,52,0.326,12,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",7,"0","1",2,"0","0",0,0,0,0,-2,2.2,12,0.23,4,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",14,"0","1",5,"1","1",1,0,0,0,2,2.3,24,0.317,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",4,"0","0",1,"1","1",2,1,1,0,0,3.66,18,0.297,5,-1,4,2,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",28,"0","1",7,"0","0",2,1,1,0,0,2.25,2,0.263,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",23,"0","0",5,"0","0",0,0,0,0,-4,1.99,70,0.27,19,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"0","0",0,0,0,0,2,3.27,17,0.265,4,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",20,"0","1",4,"0","0",1,1,1,1,-1,2.2,19,0.339,6,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"1","1",1,0,0,0,0,2.03,47,0.235,19,-1,9,1,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",23,"0","1",7,"0","2",0,0,0,0,9,3.66,7,0.243,3,-1,4,2,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",2,"0","1",1,"1","0",1,0,0,0,0,0,2,0.19,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",2,"1","1",0,0,0,0,0,2.09,26,0.198,7,1,10,1,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",5,"0","1",1,"0","1",2,0,1,0,-1,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",6,"0","1",2,"1","0",0,0,0,0,0,2.27,7,0.232,2,-1,6,1,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",5,"0","1",2,"0","0",0,0,0,0,-1,4.36,12,0.228,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",14,"0","1",3,"1","0",1,1,0,0,-2,2.03,58,0.312,17,1,10,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"2","2",2,1,1,0,-1,2.06,4,0.333,2,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"1","2",0,0,0,0,0,2.2,62,0.264,10,-1,12,4,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",3,"0","1",1,"2","2",0,0,1,0,-1,1.5,9,0.439,2,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",20,"0","1",4,"1","0",1,0,1,0,-2,1.88,48,0.234,19,1,10,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",1,"0","1",1,"2","2",0,0,0,0,0,2.87,28,0.273,4,1,6,4,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",15,"0","1",5,"1","2",1,1,0,0,0,1.73,24,0.169,5,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",30,"0","0",9,"2","2",0,1,0,0,7,2.3,51,0.323,6,1,7,1,0,0,0,0,1,0,0,0,0,0,0,1
"ChangeUp",16,"0","1",5,"0","2",1,0,0,0,0,3.68,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"Slider/Cutter",21,"0","0",6,"0","1",0,0,0,0,-2,2.74,37,0.26,4,-1,6,3,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",1,"0","0",1,"0","1",0,0,0,0,0,1.89,11,0.284,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",7,"0","0",3,"0","1",0,0,0,0,0,1.89,31,0.267,5,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",9,"0","1",2,"0","1",2,0,0,0,-2,2.09,13,0.298,0,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",24,"0","1",6,"1","2",0,0,0,0,-1,5.32,15,0.231,6,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",7,"0","1",2,"3","2",2,0,0,0,2,0,1,0.231,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",1,"0","1",1,"0","1",0,0,0,0,0,2.66,1,0.246,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",27,"0","1",8,"0","0",0,1,0,0,4,1.59,14,0.287,4,-1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",4,"0","0",0,0,0,0,2,2.8,38,0.249,5,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","0",3,"0","0",0,0,0,0,0,2.37,11,0.3,0,-1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",5,"0","1",2,"0","0",0,0,0,0,0,2.09,26,0.198,7,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",9,"0","0",3,"0","0",1,1,0,0,0,2.3,28,0.231,4,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",25,"0","1",6,"0","0",1,0,0,0,5,1.97,22,0.175,8,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",17,"0","1",5,"1","2",2,0,0,0,0,2.09,5,0.226,1,1,11,3,0,0,0,0,0,0,1,0,1,0,0,0
"Slider/Cutter",29,"0","1",8,"0","2",1,0,0,0,2,2.14,52,0.289,15,-1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",11,"0","1",3,"0","2",2,0,0,0,2,2.03,47,0.235,19,-1,9,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",28,"0","1",7,"0","1",0,0,0,1,-4,2.74,0,0.212,0,-1,6,3,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",2,"0","1",1,"0","0",0,0,0,0,2,2.14,52,0.289,15,-1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",11,"0","1",4,"1","2",1,0,0,0,0,3.01,24,0.238,3,1,6,3,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",27,"0","1",6,"1","2",0,0,0,0,1,2.2,6,0.141,1,-1,6,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",3,"0","0",1,"1","0",2,0,0,0,0,3.01,10,0.241,5,1,6,3,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",24,"0","1",7,"0","0",0,0,0,0,2,2.14,3,0.19,2,-1,10,2,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",13,"0","1",3,"0","1",1,0,0,0,-2,2.03,85,0.328,26,1,10,3,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",5,"0","1",2,0,0,0,0,2.09,5,0.226,1,1,11,3,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",25,"0","0",8,"1","1",2,0,0,0,3,1.73,17,0.214,4,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",14,"0","1",4,"0","0",0,0,0,0,9,1.5,9,0.256,4,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",31,"0","1",9,"0","0",0,1,0,0,2,2.87,50,0.233,17,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",3,"0","1",1,"1","0",0,1,1,0,0,3.04,28,0.266,6,-1,6,2,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","1",2,0,0,0,0,2.08,37,0.282,11,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",15,"0","1",5,"0","2",0,1,0,0,-1,2.06,14,0.257,3,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",5,"0","1",2,"0","0",0,0,0,0,2,2.16,29,0.236,5,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",3,"0","0",0,0,0,0,1,1.99,3,0.127,1,-1,12,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"1","2",0,0,0,0,0,1.99,46,0.274,2,-1,12,3,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"0","0",0,0,0,0,0,4.21,19,0.279,6,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",18,"0","1",6,"1","2",0,0,0,0,2,4.21,4,0.205,0,-1,3,2,0,0,0,0,1,0,0,0,0,0,0,1
"Slider/Cutter",10,"0","0",3,"0","0",1,0,0,0,2,2.16,18,0.313,2,-1,8,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",2,"2","1",2,0,0,0,0,2.2,11,0.222,2,-1,12,4,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",11,"0","0",3,"0","0",0,0,0,0,-2,2.25,5,0.305,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",1,"0","1",1,"2","2",0,0,0,0,0,2.08,37,0.297,3,1,8,1,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",23,"0","1",5,"0","2",1,0,0,0,-1,1.88,42,0.306,2,1,10,1,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",22,"0","1",5,"0","0",0,0,0,0,-1,1.88,31,0.219,11,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",12,"0","1",3,"3","1",1,0,0,0,0,2.27,65,0.277,25,-1,6,1,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",8,"0","1",2,"0","1",2,0,0,0,-2,4.36,0,0.242,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",4,"0","1",2,"2","0",0,0,0,0,0,1.89,12,0.206,1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",27,"0","1",7,"0","1",0,0,0,0,3,2.03,43,0.282,7,1,10,3,0,0,0,0,0,0,1,1,0,0,0,0
"Slider/Cutter",3,"0","1",1,"1","2",1,0,0,0,0,1.97,33,0.274,9,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",20,"0","1",6,"0","0",1,0,0,0,-1,2.06,28,0.286,6,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",17,"0","1",4,"0","1",1,1,0,0,-2,2.27,0,0,0,-1,6,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",20,"0","1",5,"2","2",0,0,1,0,0,1.76,5,0.171,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",3,"0","1",1,"0","0",0,1,0,0,0,1.88,45,0.235,7,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",12,"0","0",3,"1","1",0,0,0,0,0,2.37,11,0.3,0,-1,2,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",6,"0","1",2,"0","2",0,0,0,0,-1,2.11,21,0.195,3,-1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",7,"0","1",2,"0","0",2,1,0,0,0,2.66,3,0.137,2,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",15,"0","1",4,"1","2",1,1,0,0,-1,2.01,42,0.285,6,1,10,2,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",9,"0","1",3,"0","2",1,1,0,0,0,1.89,0,0.231,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",9,"0","0",3,"0","0",1,0,0,0,0,2.66,7,0.244,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",16,"0","1",4,"0","0",1,1,0,0,-2,2.25,12,0.345,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",11,"0","1",3,"2","1",2,0,1,0,2,2.08,47,0.279,5,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",23,"0","1",7,"2","2",0,0,0,0,2,2.14,52,0.273,15,-1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Slider/Cutter",22,"0","0",7,"1","1",1,0,0,0,0,0,0,0.25,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",11,"0","1",4,"1","2",0,0,0,0,0,2.66,1,0.264,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",21,"0","1",6,"0","2",0,0,0,0,1,2.2,105,0.314,23,-1,12,4,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",22,"0","1",6,"0","0",1,0,0,0,10,1.5,3,0.261,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"0","1",2,"0","0",2,1,0,0,-1,5.32,3,0.354,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"1","0",1,1,0,0,4,2.03,21,0.271,3,-1,9,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",17,"0","0",4,"0","1",2,1,0,0,2,2.8,0,0.031,0,-1,7,4,4,7,0,0,1,0,0,1,0,0,0,0
"Fastball",12,"0","1",3,"2","2",1,1,0,1,2,2.8,50,0.272,12,-1,7,4,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",14,"0","1",4,"0","0",1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",8,"0","1",3,"0","2",1,0,0,0,0,4.21,18,0.267,4,-1,3,2,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",28,"0","1",6,"0","0",2,1,0,0,0,1.88,22,0.313,4,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","1",1,"0","1",2,1,0,0,2,2.14,55,0.282,14,-1,10,2,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",17,"0","1",5,"0","2",2,0,0,0,0,2.09,5,0.226,1,1,11,3,0,0,0,1,0,0,0,0,0,0,0,1
"ChangeUp",8,"0","1",2,"0","0",1,0,0,0,-2,2.2,21,0.222,6,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",22,"0","1",6,"1","2",1,1,0,0,7,2.03,38,0.237,6,-1,9,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",22,"0","1",6,"0","2",1,1,0,0,7,2.03,38,0.237,6,-1,9,1,0,0,0,0,1,0,0,0,1,0,0,0
"ChangeUp",11,"0","1",4,"0","0",0,0,0,0,-1,2.87,56,0.296,19,1,6,4,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",27,"0","1",8,"0","1",0,0,0,0,7,2.03,21,0.271,3,-1,9,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",11,"0","1",4,"0","2",0,0,0,0,3,1.59,39,0.294,11,-1,5,0,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",14,"0","1",4,"3","0",0,0,0,0,9,1.5,9,0.256,4,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",13,"0","1",5,"2","1",0,0,0,0,-1,2.06,40,0.33,15,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",19,"0","1",5,"1","1",1,0,0,0,0,2.2,87,0.274,16,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",13,"0","1",4,"2","2",1,0,0,0,0,3.02,26,0.237,5,-1,6,4,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",7,"0","1",3,"0","1",0,0,0,0,0,2.06,21,0.269,5,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0
"Fastball",29,"0","1",8,"2","2",0,1,1,1,0,1.59,39,0.294,11,-1,5,0,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",27,"0","1",7,"1","2",1,1,0,0,-1,3.04,11,0.156,2,-1,6,2,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",12,"0","1",4,"2","2",0,0,0,0,2,2.14,57,0.283,13,-1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",21,"0","1",6,"0","1",0,0,1,0,2,2.12,53,0.234,20,-1,10,3,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",3,"0","1",1,"0","0",1,1,0,0,2,2.8,50,0.272,12,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",6,"0","1",2,"1","1",2,0,0,0,0,2.3,9,0.237,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",18,"0","1",5,"1","2",0,0,0,0,2,2.8,22,0.228,5,-1,7,4,0,0,0,0,0,0,1,0,0,0,0,1
"Slider/Cutter",26,"0","1",7,"0","1",2,0,0,0,7,2.03,16,0.265,3,-1,9,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",10,"0","0",3,"0","1",0,0,0,0,-2,2.09,36,0.24,10,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",5,"0","1",2,"2","2",1,0,0,0,0,3.01,7,0.244,3,1,6,3,0,0,0,0,0,0,1,0,1,0,0,0
"Fastball",29,"0","0",9,"0","0",0,1,0,0,7,2.3,8,0.293,0,1,7,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",4,"0","0",1,"3","0",0,1,1,0,0,2.25,9,0.315,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",23,"0","1",6,"2","0",0,0,1,0,-2,2.09,61,0.322,16,1,10,1,0,0,0,0,0,0,1,0,1,0,0,0
"Slider/Cutter",7,"0","0",2,"2","2",1,1,0,0,2,2.8,32,0.231,10,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",14,"0","1",5,"0","0",1,0,0,0,0,3.01,7,0.244,3,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"0","1",3,"1","2",1,0,0,0,0,2.11,2,0.275,0,-1,11,3,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",4,"0","1",1,"1","0",1,1,1,0,0,3.04,28,0.264,7,-1,6,2,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",9,"0","0",2,"0","0",2,0,1,0,0,2.27,1,0.271,0,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",3,"0","1",1,"1","1",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",26,"0","1",8,"2","2",0,0,0,0,2,4.21,18,0.267,4,-1,3,2,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",15,"0","1",4,"2","0",2,1,0,0,3,2.16,21,0.239,6,-1,8,1,0,0,0,1,0,0,0,0,0,1,0,0
"Slider/Cutter",12,"0","1",3,"2","2",1,1,1,0,0,2.2,105,0.314,23,-1,12,4,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",22,"0","1",6,"1","0",2,0,0,0,0,5.93,17,0.257,6,-1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",21,"0","1",4,"0","0",2,1,1,1,-1,2.2,45,0.293,13,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",20,"0","0",6,"1","2",1,1,1,0,5,2.3,8,0.293,0,1,7,1,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",19,"0","1",5,"0","1",2,0,0,0,7,3.66,11,0.277,0,-1,4,2,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",12,"0","1",3,"0","0",1,0,0,0,-2,2.25,12,0.377,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",3,"0","1",1,"0","1",2,0,0,0,0,4.21,25,0.314,6,-1,3,2,0,0,0,0,0,0,1,1,0,0,0,0
"ChangeUp",17,"0","1",5,"0","1",0,0,0,0,1,2.08,2,0.111,1,1,8,1,0,0,0,1,0,0,0,1,0,0,0,0
"ChangeUp",4,"0","1",1,"0","1",1,0,1,0,-1,1.5,3,0.261,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Slider/Cutter",21,"0","0",7,"1","1",1,0,0,0,1,3.01,10,0.241,5,1,6,3,0,0,0,1,0,0,0,0,0,1,0,0
"ChangeUp",3,"0","1",1,"0","2",2,0,0,0,0,1.73,6,0.345,2,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",15,"0","1",5,"1","1",0,0,0,0,2,2.14,3,0.19,2,-1,10,2,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",30,"0","0",9,"2","2",0,1,0,0,7,2.3,51,0.323,6,1,7,1,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",22,"0","1",7,"3","2",0,1,0,0,2,4.21,11,0.287,0,-1,3,2,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",6,"0","1",2,"1","2",0,0,0,0,-1,2.11,21,0.195,3,-1,11,3,0,0,0,0,1,0,0,0,0,1,0,0
"Slider/Cutter",11,"0","0",3,"1","1",0,0,1,0,6,3.66,25,0.246,8,-1,4,2,0,0,0,0,1,0,0,0,0,0,0,1
"Fastball",13,"0","1",4,"3","2",1,0,0,0,0,3.68,2,0.25,0,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",9,"0","1",3,"0","2",0,0,0,0,0,2.2,49,0.278,8,-1,12,4,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",11,"0","1",3,"0","1",2,0,0,0,2,2.14,52,0.289,15,-1,10,2,0,0,0,0,0,0,1,1,0,0,0,0
"Fastball",25,"0","1",6,"1","0",1,0,0,0,5,1.97,22,0.175,8,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0
"ChangeUp",13,"0","1",3,"1","2",1,1,0,0,-3,4.36,24,0.281,6,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",17,"0","0",3,"0","0",2,0,0,0,-3,1.88,16,0.263,4,1,10,1,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",18,"0","1",5,"2","2",1,0,0,0,-1,2.01,33,0.219,12,1,10,2,0,0,0,0,0,0,1,0,1,0,0,0
"ChangeUp",5,"0","1",2,"3","1",0,0,0,0,1,2.12,42,0.233,9,-1,10,3,0,0,0,1,0,0,0,0,1,0,0,0
"ChangeUp",10,"0","1",3,"1","2",2,0,0,0,1,3.02,8,0.25,2,-1,6,4,0,0,0,1,0,0,0,0,0,0,0,1
"Fastball",25,"0","1",7,"1","1",2,0,0,0,9,3.66,6,0.151,1,-1,4,2,0,0,0,0,1,0,0,0,1,0,0,0
"Slider/Cutter",11,"0","1",3,"0","0",0,0,0,0,-1,2.2,19,0.339,6,-1,6,1,0,0,1,0,0,0,0,1,0,0,0,0
"Slider/Cutter",29,"0","0",9,"1","2",0,1,0,0,7,2.3,8,0.293,0,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0
"Fastball",1,"0","1",1,"1","1",0,0,0,0,0,4.21,19,0.279,6,-1,3,2,0,0,0,0,0,0,1,0,0,1,0,0
"ChangeUp",9,"0","1",3,"2","2",2,0,0,0,0,2.06,4,0.333,2,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
"ChangeUp",19,"0","1",5,"0","0",1,1,0,0,2,0,1,0.125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ChangeUp",8,"0","1",3,"1","1",0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",23,"0","1",7,"0","1",0,0,0,0,4,2.16,29,0.236,5,-1,8,1,0,0,0,0,1,0,0,1,0,0,0,0
"Fastball",12,"0","1",4,"1","2",0,0,0,0,2,2.14,57,0.283,13,-1,10,2,0,0,0,0,0,0,1,0,0,1,0,0
"Fastball",9,"0","0",2,"1","0",2,0,0,1,0,2.27,1,0.271,0,-1,6,1,0,0,0,0,0,0,1,1,0,0,0,0
