"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeEP","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeEP","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"CH",4,"1","0",1,"0","1",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",18,"1","0",6,"0","2",0,0,0,0,0,4.71,1,0.2,0,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","0",1,"3","2",0,0,0,0,0,3.61,28,0.307,8,-1,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",7,"1","0",2,"0","1",2,1,0,0,-1,2.5,1,0.25,1,-1,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",27,"1","1",8,"1","1",0,0,0,0,1,1.68,62,0.25,14,1,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",14,"1","1",3,"1","1",1,1,1,0,0,3.84,23,0.269,10,-1,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",9,"1","1",3,"0","2",0,0,0,0,1,2.74,0,0.059,0,1,16,8,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",13,"1","0",3,"1","0",1,1,0,0,-1,2.72,71,0.253,13,1,13,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",24,"1","0",7,"1","0",1,0,0,0,-5,4.29,24,0.192,9,-1,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",9,"1","0",3,"0","2",0,0,0,0,4,3.27,1,0.5,0,-1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",16,"1","1",4,"2","2",2,1,0,0,1,0.69,1,0.29,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FT",21,"1","1",6,"1","2",1,0,0,0,3,0.69,6,0.359,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",21,"1","1",6,"2","1",1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",6,"1","0",2,"2","1",0,0,0,0,-1,0.69,10,0.35,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",15,"1","1",3,"2","0",2,0,1,0,3,1.35,9,0.277,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",14,"1","0",4,"1","2",1,0,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"SL",12,"1","1",3,"2","2",1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CH",15,"1","0",4,"0","0",2,0,0,0,-2,1.58,44,0.231,17,-1,13,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",26,"1","0",7,"0","0",2,0,0,0,0,2.74,2,0.169,0,1,12,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"0","0",0,0,0,0,4,2.74,0,0.059,0,1,16,8,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",1,"1","0",1,"0","1",0,0,0,0,0,1.97,26,0.311,6,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",21,"1","1",5,"2","2",0,1,0,0,3,3.54,60,0.295,21,-1,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",12,"1","0",4,"1","0",0,1,0,0,-1,2.5,17,0.327,7,-1,8,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",10,"1","1",4,"0","0",0,0,0,0,2,1.68,64,0.313,16,-1,16,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",14,"1","0",4,"0","1",1,0,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"2","2",1,0,1,0,0,1.92,0,0.071,0,-1,5,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",9,"1","0",3,"0","1",0,1,0,1,-1,1.3,1,0.195,0,-1,9,2,10,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",25,"1","1",6,"1","1",1,0,0,0,2,6.16,6,0.278,2,-1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SL",20,"1","1",5,"3","2",1,0,1,0,-1,2.03,15,0.315,2,-1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FT",18,"1","1",6,"2","2",0,0,0,0,2,3.75,11,0.234,3,-1,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",17,"1","1",4,"1","2",1,1,0,1,1,1.48,3,0.333,0,-1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",23,"1","1",7,"1","2",0,0,0,0,6,2.89,8,0.267,0,1,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",6,"1","1",2,"2","2",1,0,0,0,1,1.97,16,0.246,3,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",23,"1","1",7,"0","0",0,1,1,0,1,1.61,59,0.242,22,1,14,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",20,"1","0",6,"0","0",1,0,0,0,0,2.79,15,0.238,3,-1,13,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",6,"1","0",1,"2","0",1,1,1,1,-2,2.18,28,0.216,10,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SL",14,"1","0",4,"1","2",0,1,0,0,-2,2.66,3,0.236,0,-1,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",11,"1","0",3,"1","1",2,1,0,0,1,3.6,6,0.296,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CH",8,"1","0",3,"1","0",0,0,0,0,4,3.27,2,0.364,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",11,"1","1",3,"1","1",1,1,0,0,1,2.38,13,0.247,0,-1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CH",5,"1","0",1,"0","1",2,1,1,0,0,6.75,3,0.234,2,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",26,"1","0",8,"1","1",1,0,0,0,0,2.79,24,0.24,3,-1,13,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",10,"1","0",3,"1","2",1,0,0,0,1,2.76,37,0.26,5,1,15,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",10,"1","0",2,"3","2",1,0,0,0,-2,2.64,35,0.271,6,-1,15,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",25,"1","1",7,"1","2",0,0,0,0,4,2.45,19,0.305,1,-1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",2,"1","0",1,"1","2",1,0,0,0,0,2.79,15,0.238,3,-1,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",12,"1","0",3,"1","1",1,0,0,0,-1,2.62,14,0.259,6,-1,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",26,"1","1",7,"1","0",0,0,0,0,-2,1.3,17,0.231,2,-1,9,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"SL",13,"1","1",3,"1","1",1,0,1,0,1,6.16,21,0.299,10,-1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FT",24,"1","0",6,"0","2",1,0,1,0,-2,2.72,9,0.188,2,1,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SL",6,"1","1",2,"1","2",1,0,0,0,0,3.6,5,0.313,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",13,"1","0",4,"1","2",1,1,0,0,0,4.54,78,0.269,12,-1,12,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SL",25,"1","0",5,"1","0",2,1,1,0,3,5.15,15,0.258,4,-1,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",5,"2","1",0,0,0,0,-1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",19,"1","1",5,"1","1",2,0,0,1,-1,1.59,43,0.288,8,1,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CH",6,"1","0",2,"0","0",1,0,0,0,-2,0,3,0.143,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",6,"1","1",2,"0","0",0,1,0,0,0,1.59,42,0.238,19,1,12,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",26,"1","1",6,"1","1",2,0,1,1,2,2.65,19,0.261,2,1,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",29,"1","1",7,"2","1",1,0,0,0,0,2.35,9,0.252,2,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",18,"1","1",5,"0","0",1,0,0,0,-1,2.62,0,0.087,0,-1,8,2,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","1",1,"3","2",1,0,1,0,0,1.61,70,0.249,16,1,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",22,"1","1",6,"0","2",1,1,1,0,1,1.68,57,0.246,16,1,18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",16,"1","1",5,"1","1",2,0,0,0,0,4.71,5,0.186,0,-1,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",11,"1","0",3,"0","2",0,0,0,0,-1,2.18,29,0.276,10,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",23,"1","1",6,"3","2",2,0,0,0,-1,1.52,5,0.125,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",19,"1","0",6,"2","2",0,0,0,0,-1,1.3,31,0.249,14,-1,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",21,"1","0",6,"0","0",0,0,0,0,4,1.5,2,0.389,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",2,"1","0",1,"0","2",1,0,0,0,0,2.01,6,0.24,1,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",18,"1","0",4,"0","0",2,0,1,0,2,6.16,1,0.2,0,-1,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",5,"0","0",1,0,0,0,-3,4.29,7,0.185,3,-1,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",14,"1","1",5,"1","1",0,0,0,0,-2,5.26,15,0.277,4,-1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",17,"1","1",5,"1","1",2,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",8,"1","1",3,"0","0",0,1,0,0,4,1.48,3,0.333,0,-1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",6,"1","1",2,"0","1",1,1,0,0,0,2.78,28,0.302,6,-1,10,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FT",22,"1","1",5,"2","1",0,1,0,1,-2,2.64,15,0.358,5,-1,15,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SL",3,"1","1",1,"2","2",1,0,0,0,0,0,3,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",22,"1","0",6,"1","0",2,0,0,0,3,0.69,2,0.222,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","1",4,"1","0",0,0,0,0,-1,2.5,13,0.325,4,-1,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",18,"1","0",6,"0","0",0,0,0,0,4,5.5,8,0.222,1,-1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",3,"1","2",1,1,0,0,-1,2.72,39,0.239,8,1,13,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",14,"1","1",4,"0","0",1,1,0,0,0,2.42,12,0.25,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",14,"1","1",4,"0","2",0,1,0,0,0,1.81,35,0.267,5,-1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",4,"1","1",2,"0","0",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",11,"1","1",3,"1","1",1,0,0,0,2,1.61,69,0.28,16,1,17,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",17,"1","0",5,"0","0",0,0,0,0,-1,1.52,5,0.132,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",3,"1","1",2,1,0,0,0,2.76,10,0.338,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",5,"1","1",1,"1","1",2,1,1,0,0,2.65,16,0.304,4,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"CH",2,"1","0",1,"0","1",1,0,0,0,1,2.03,18,0.306,3,-1,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,15.75,4,0.6,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",11,"1","1",3,"1","2",2,0,0,0,0,1.59,29,0.303,7,1,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",2,"1","0",1,"0","0",1,0,0,0,0,1.83,1,0.313,0,-1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",9,"1","0",3,"0","1",0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","0",2,"0","1",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",17,"1","0",5,"0","0",1,1,0,0,4,3.6,1,0.111,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","1",2,"0","0",2,1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",8,"1","0",3,"1","1",0,0,0,0,0,4.29,7,0.203,2,-1,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"SL",4,"1","1",1,"0","2",1,1,0,0,0,2.45,27,0.308,3,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FT",17,"1","0",4,"1","2",0,0,1,0,3,1.35,9,0.215,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FT",2,"1","0",1,"2","1",1,0,0,0,0,1.5,2,0.389,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",15,"1","1",4,"0","0",2,0,0,0,2,2.65,25,0.232,7,1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",21,"1","1",5,"1","1",1,0,0,0,4,3.27,8,0.34,2,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","1",1,"0","1",0,0,0,0,0,2.45,9,0.217,7,-1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",5,"1","2",2,0,1,0,2,1.68,40,0.242,4,-1,16,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",11,"1","0",3,"1","0",1,0,1,0,1,2.74,10,0.349,0,1,16,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",15,"1","1",4,"0","0",1,1,0,0,1,1.58,12,0.231,1,1,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",8,"1","0",3,"0","0",1,0,0,0,2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","0",3,"2","0",1,0,0,0,1,4.42,25,0.29,2,-1,12,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",23,"1","0",7,"0","2",0,0,0,0,0,1.92,18,0.339,2,-1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",24,"1","1",6,"1","1",2,0,0,0,1,2.45,9,0.23,5,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"CH",8,"1","1",2,"2","1",2,0,0,0,0,3.62,10,0.203,2,-1,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",11,"1","1",3,"1","1",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",18,"1","1",4,"3","2",0,0,0,0,3,1.35,1,0.316,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",5,"1","1",2,"0","0",1,0,0,0,0,1.52,25,0.283,3,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",5,"1","0",2,"0","1",1,0,0,0,-1,4.21,70,0.27,9,-1,11,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",22,"1","0",6,"0","1",1,0,0,0,3,1.58,33,0.253,10,1,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",5,"1","1",1,"0","0",2,1,1,0,0,2.65,16,0.304,4,1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",12,"1","1",4,"0","1",1,0,0,0,-6,4.59,31,0.232,11,-1,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",3,"1","0",0,1,1,0,-1,1.3,31,0.249,14,-1,9,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"SL",15,"1","1",4,"0","0",0,0,0,0,-4,2.65,47,0.286,4,1,12,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",21,"1","1",6,"0","0",0,1,0,0,-2,2.71,66,0.285,14,-1,12,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",7,"1","0",2,"1","1",2,1,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",11,"1","0",3,"0","1",2,1,0,0,1,2.9,17,0.237,1,-1,11,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",25,"1","1",7,"2","2",1,0,0,1,3,0.69,1,0.29,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",4,"1","1",1,"2","2",1,1,0,0,0,2.84,56,0.296,13,1,12,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"SL",25,"1","1",7,"1","0",0,0,0,0,0,9.9,0,0.176,0,-1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",13,"1","1",4,"0","0",1,0,0,0,-3,4.21,81,0.263,25,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",8,"1","0",2,"1","0",1,0,0,0,-2,1.58,43,0.208,21,-1,13,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",20,"1","1",5,"2","2",1,1,0,1,-3,2.5,13,0.325,4,-1,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",7,"1","0",2,"1","1",2,0,0,0,1,5.5,2,0.177,0,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",4,"1","1",1,"0","0",1,1,0,0,-1,0,0,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",7,"1","0",2,"1","1",2,0,0,0,2,3.27,7,0.255,1,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",15,"1","1",4,"2","1",0,0,0,0,-4,2.65,47,0.286,4,1,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",24,"1","0",7,"0","1",0,0,1,0,3,0.69,10,0.35,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",17,"1","1",5,"1","1",1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"SL",5,"1","1",2,"0","1",0,0,0,1,0,2.03,5,0.438,1,-1,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","0",3,"3","2",0,0,0,0,1,1.83,1,0.313,0,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",25,"1","0",7,"0","0",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",2,"2","1",1,0,0,0,1,1.41,24,0.281,1,-1,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",7,"1","0",2,"2","2",2,0,0,0,1,5.5,2,0.177,0,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",6,"1","1",2,"0","1",0,0,1,0,0,4.31,24,0.231,6,-1,11,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",4,"0","0",1,0,1,0,0,9.9,0,0.176,0,-1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","1",6,"0","0",1,0,1,1,-4,4.59,20,0.257,6,-1,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",23,"1","1",7,"0","2",0,0,0,0,6,2.89,8,0.267,0,1,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",14,"1","0",4,"1","1",0,1,0,0,-2,2.66,3,0.236,0,-1,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",22,"1","1",6,"0","1",2,0,0,0,3,1.61,70,0.249,16,1,17,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","0",4,"2","1",0,0,0,0,0,1.48,19,0.294,1,1,7,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","0",1,"2","2",0,0,0,0,0,2.65,23,0.323,8,1,8,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SL",6,"1","0",2,"1","2",1,0,0,0,0,4.29,24,0.192,9,-1,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","2",0,0,0,0,0,1.52,14,0.298,5,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",3,"1","1",1,"1","1",2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",20,"1","1",5,"2","0",2,1,0,0,4,5.08,23,0.36,6,-1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",10,"1","0",3,"1","0",1,0,1,0,0,2.75,49,0.222,16,1,12,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",26,"1","0",6,"0","0",0,1,0,0,-3,2.73,22,0.291,1,-1,11,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",20,"1","0",5,"1","1",2,0,0,1,2,1.97,30,0.308,8,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",9,"1","1",3,"0","0",0,0,0,0,0,1.92,0,0.071,0,-1,5,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",10,"1","1",3,"1","1",1,0,0,0,1,2.9,42,0.3,13,-1,11,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",3,"1","1",1,"1","1",2,0,0,0,0,2.01,18,0.367,5,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",2,"1","0",1,"1","0",0,0,0,0,0,2.65,23,0.323,8,1,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",3,"1","0",1,"0","2",2,0,0,0,0,4.31,52,0.29,13,-1,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",25,"1","1",7,"2","2",1,0,0,0,6,5.08,19,0.219,5,-1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"CH",7,"1","0",2,"2","1",2,0,0,0,2,3.27,7,0.255,1,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CH",21,"1","0",7,"0","0",0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",27,"1","1",7,"0","0",2,1,0,0,1,2.78,12,0.265,3,-1,10,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",3,"1","1",1,"0","0",1,1,0,0,0,2.84,67,0.279,14,1,12,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",1,"1","0",1,"1","0",0,0,0,0,0,2.65,32,0.28,11,1,12,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",17,"1","0",5,"3","0",0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
