"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeEP","prev_pitch_typeFC","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeEP","prevprev_pitch_typeFC","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"SL",5,"1","1",2,"3","2",0,0,0,0,8,2.73,72,0.295,19,-1,14,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",16,"1","1",5,"2","2",0,0,1,0,1,1.67,8,0.236,1,-1,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",8,"1","1",2,"0","0",1,1,0,0,0,4.29,57,0.285,14,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",14,"1","1",4,"1","0",2,1,0,0,0,4.29,1,0.159,0,-1,7,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",16,"1","0",4,"1","1",2,0,1,0,-1,0,2,0.227,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",7,"1","1",1,"0","0",1,1,0,0,-4,2.65,37,0.251,6,1,12,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",21,"1","0",5,"0","2",2,1,0,1,-3,2.5,17,0.327,7,-1,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FT",7,"1","1",2,"2","2",1,1,1,0,0,1.65,49,0.239,9,1,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",2,"1","0",1,"0","0",0,0,1,0,4,2.73,16,0.313,1,-1,14,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",6,"1","1",2,"2","2",0,0,0,0,0,1.58,12,0.231,1,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FT",21,"1","1",6,"2","1",0,0,0,0,2,1.97,25,0.306,3,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",8,"1","1",2,"2","2",2,0,0,0,0,2.76,2,0.23,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SL",9,"1","0",3,"1","2",0,0,0,0,0,2.75,1,0.242,0,1,12,8,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FT",28,"1","0",8,"1","2",2,0,0,0,1,2.76,37,0.26,5,1,15,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SL",27,"1","1",7,"1","2",2,0,0,0,0,9.9,0,0.2,0,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",9,"1","1",3,"0","1",1,1,0,0,0,1.39,0,0.231,0,-1,8,2,10,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",19,"1","0",5,"1","2",2,1,1,0,4,3.6,8,0.407,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",4,"1","0",2,"0","1",0,0,0,0,0,1.39,15,0.271,4,-1,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"0","0",2,1,0,0,0,1.95,0,0,0,1,5,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",17,"1","0",5,"0","0",1,0,0,0,1,1.68,9,0.214,1,1,18,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",23,"1","0",6,"2","1",2,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",2,"1","0",1,"1","2",0,0,0,0,0,2.45,6,0.266,1,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",9,"1","0",2,"3","2",1,0,0,0,-2,2.64,0,0.059,0,-1,15,8,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",17,"1","1",5,"0","0",0,0,0,0,0,3.62,10,0.203,2,-1,10,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",23,"1","1",6,"1","1",2,1,0,0,7,2.9,47,0.274,14,-1,11,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",21,"1","1",5,"1","0",0,0,0,0,1,1.41,45,0.282,12,-1,10,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",15,"1","0",4,"1","0",2,1,0,1,0,1.37,35,0.284,2,1,9,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"SL",27,"1","1",7,"0","0",0,0,0,0,-1,3.84,11,0.219,2,-1,8,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",8,"1","1",1,"0","2",2,0,0,0,-2,1.41,18,0.217,2,-1,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",6,"1","1",1,"0","0",2,1,0,0,-2,2.66,31,0.269,6,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",15,"1","0",3,"2","0",1,1,0,0,-3,2.73,5,0.197,1,-1,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",10,"1","0",3,"2","2",0,0,0,0,0,1.48,18,0.257,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"CH",5,"1","0",1,"3","2",1,1,0,1,0,2.35,15,0.24,2,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",5,"1","1",1,"1","1",1,0,0,1,1,3.84,23,0.269,10,-1,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",20,"1","1",5,"1","1",2,1,1,0,1,2.78,20,0.292,6,-1,10,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",9,"1","0",2,"0","0",2,1,0,0,0,6.75,5,0.352,1,-1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",5,"2","2",0,0,0,0,-1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",20,"1","1",5,"1","2",2,1,0,0,-1,1.52,15,0.324,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",3,"1","0",1,"0","2",2,0,0,0,0,2.42,12,0.391,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","0",4,"1","1",2,0,1,0,2,6.16,1,0.2,0,-1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"1","2",0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SL",20,"1","1",5,"0","0",1,0,0,0,-2,2.72,22,0.271,6,1,13,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",7,"1","0",3,"1","0",0,0,0,0,0,1.7,11,0.271,1,-1,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",20,"1","1",6,"1","2",1,0,0,0,-1,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",17,"1","1",5,"1","2",0,0,0,0,0,2.03,1,0.318,0,-1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",21,"1","1",6,"1","1",2,0,1,1,2,1.68,99,0.318,28,-1,16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",7,"1","1",2,"0","0",1,1,0,0,-1,1.93,10,0.289,1,-1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","0",2,"0","2",0,0,0,0,0,2.42,13,0.27,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,5.25,13,0.227,2,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","0",3,"3","2",2,0,1,0,-1,2.79,15,0.238,3,-1,13,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"FF",8,"1","1",3,"1","0",0,1,0,0,4,1.48,3,0.333,0,-1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",22,"1","0",7,"1","2",0,0,0,0,1,1.39,15,0.271,4,-1,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"FF",16,"1","1",5,"0","0",0,0,0,0,-1,1.65,17,0.295,1,-1,18,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",6,"1","1",2,"0","0",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",2,"1","1",1,"0","0",1,0,0,0,0,1.59,29,0.303,7,1,12,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",3,"1","1",1,"0","2",0,1,0,0,0,2.65,45,0.355,18,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SL",12,"1","1",4,"0","0",0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",27,"1","1",8,"1","0",2,0,0,0,1,1.39,20,0.221,4,-1,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FT",22,"1","1",7,"1","0",0,1,0,0,1,1.61,80,0.321,16,1,14,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","1",1,"0","0",0,0,0,0,0,4.29,6,0.2,2,-1,7,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",16,"1","1",4,"0","0",0,0,0,0,5,1.35,2,0.164,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",14,"1","0",4,"1","1",0,0,0,0,1,1.83,8,0.4,1,-1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",16,"1","0",4,"1","2",0,0,1,0,-2,2.64,5,0.28,1,-1,15,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",10,"1","0",3,"2","1",0,0,0,0,1,2.74,72,0.287,19,1,16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",11,"1","1",3,"2","1",1,0,0,0,-1,1.52,15,0.324,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",11,"1","0",3,"0","0",0,0,0,0,-1,2.18,29,0.276,10,1,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",22,"1","0",7,"1","1",0,0,0,0,4,2.01,14,0.202,3,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",25,"1","1",8,"0","0",0,0,0,0,4,1.68,40,0.242,4,-1,16,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",13,"1","0",4,"0","1",0,0,0,0,2,2.65,44,0.302,11,1,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",19,"1","0",4,"1","1",0,0,0,0,5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",33,"1","1",8,"1","2",2,1,0,1,0,2.78,28,0.302,6,-1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",6,"1","1",2,"0","0",0,0,0,0,0,4.29,41,0.273,8,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",3,"0","0",1,0,0,0,6,2.89,30,0.275,3,1,9,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",19,"1","0",5,"0","0",0,0,0,0,-1,2.64,35,0.271,6,-1,15,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",7,"1","0",2,"0","0",2,0,0,0,8,2.73,18,0.276,3,-1,14,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",14,"1","0",3,"1","0",0,0,0,1,1,1.41,17,0.246,2,-1,10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",2,"1","1",1,"0","1",1,0,0,0,0,1.61,60,0.302,10,1,14,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","1",3,"1","1",0,0,0,0,1,5.25,9,0.25,3,-1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",3,"1","1",1,"0","0",1,1,0,0,0,2.38,26,0.316,7,-1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",8,"1","1",3,"0","1",0,0,0,0,0,1.56,19,0.308,2,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FT",5,"1","1",1,"0","0",1,1,0,0,-2,2.04,17,0.234,4,-1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",21,"1","1",6,"2","1",1,0,0,0,-1,1.65,74,0.299,11,-1,18,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",12,"1","1",4,"0","0",0,1,0,0,0,1.37,64,0.312,31,1,9,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",17,"1","1",5,"1","2",2,0,0,0,0,1.52,1,0.245,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",16,"1","0",5,"3","2",0,0,0,0,3,2.65,6,0.313,1,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",13,"1","0",3,"2","2",1,0,0,0,1,0,1,0.529,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SL",23,"1","1",7,"0","1",0,0,0,0,1,2.76,73,0.284,20,1,15,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",3,"0","2",0,0,0,0,-2,1.58,29,0.211,10,-1,13,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"SL",20,"1","1",6,"1","0",0,0,0,0,1,1.59,29,0.303,7,1,12,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",14,"1","1",4,"3","2",1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",22,"1","1",6,"2","2",0,0,0,0,-2,2.66,38,0.331,12,-1,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",6,"1","0",1,"2","1",1,0,1,1,3,15.75,3,0.182,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",31,"1","1",8,"1","1",1,0,0,1,0,2.78,47,0.351,18,-1,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"CH",21,"1","0",6,"0","2",0,0,0,0,4,1.5,2,0.389,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"FT",11,"1","1",3,"1","0",2,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"FF",11,"1","1",3,"0","0",0,0,0,0,0,0,1,0.143,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",19,"1","1",5,"0","0",1,0,0,0,-1,2.18,10,0.295,3,1,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","1",3,"0","0",0,0,0,0,1,2.84,0,0.3,0,1,12,8,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","0",1,"3","0",2,1,0,0,0,4.17,76,0.293,16,1,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",12,"1","1",3,"1","0",2,1,0,0,2,1.48,21,0.289,4,-1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",2,"1","1",1,"2","1",1,0,0,0,0,6.16,17,0.253,10,-1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",13,"1","1",4,"2","2",1,0,0,1,0,1.37,64,0.257,30,1,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"SL",25,"1","1",6,"1","0",1,1,1,0,-2,2.18,17,0.246,4,1,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FT",22,"1","0",5,"2","2",2,0,0,1,-3,2.57,40,0.291,9,-1,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",17,"1","0",4,"1","0",1,1,1,0,-1,9.9,1,0.455,0,-1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",13,"1","0",4,"0","0",1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CH",25,"1","0",7,"2","1",2,0,1,0,2,1.7,11,0.271,1,-1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",13,"1","0",3,"1","2",0,0,1,0,2,1.41,60,0.235,18,-1,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FF",20,"1","1",6,"0","0",0,0,0,0,1,1.59,29,0.303,7,1,12,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",25,"1","1",8,"1","1",0,0,0,0,4,1.68,40,0.242,4,-1,16,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",11,"1","0",3,"2","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SL",13,"1","1",4,"0","0",1,0,1,0,-1,2.5,41,0.359,16,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",22,"1","0",7,"2","2",0,0,0,0,3,4.71,31,0.224,8,-1,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",2,"1","1",1,"0","1",1,0,0,0,0,4.31,71,0.273,23,-1,11,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",4,"1","2",0,0,0,0,3,15.75,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",25,"1","0",6,"0","0",0,0,0,0,4,1.41,20,0.247,5,-1,10,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",14,"1","0",3,"0","1",1,0,1,0,2,6.16,12,0.292,2,-1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"SL",27,"1","1",8,"1","2",0,0,0,0,0,2.74,0,0.167,0,1,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FF",8,"1","1",3,"0","1",1,0,0,0,0,1.7,3,0.185,0,-1,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",8,"1","0",2,"1","1",1,0,1,0,0,2.45,7,0.298,1,-1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CH",4,"1","0",2,"1","2",0,0,0,0,1,2.03,20,0.206,6,-1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FF",7,"1","1",3,"1","1",0,0,0,0,2,0,2,0.5,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",16,"1","1",4,"0","1",1,1,0,0,1,1.83,11,0.254,3,-1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","0",2,"2","2",2,1,0,0,0,6.75,5,0.352,1,-1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SL",10,"1","0",3,"0","1",0,0,0,0,0,1.59,69,0.267,21,-1,15,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",8,"1","1",3,"1","1",0,0,0,0,1,1.97,2,0.182,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",18,"1","1",4,"1","0",0,0,0,0,3,15.75,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","0",2,"0","2",2,0,1,0,-1,2.45,3,0.24,0,-1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",17,"1","1",5,"3","0",1,0,0,0,-1,1.65,3,0.273,0,-1,18,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",4,"1","0",1,"0","0",2,0,0,0,-1,3.75,21,0.148,10,-1,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",15,"1","1",5,"0","0",0,0,0,0,-3,4.21,23,0.259,7,-1,11,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",21,"1","1",6,"0","1",2,0,0,1,1,1.52,22,0.259,1,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",1,"1","0",1,"1","2",0,0,0,0,0,6.16,3,0.226,0,-1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FT",21,"1","1",5,"1","1",2,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FT",4,"1","1",2,"0","1",0,0,0,0,1,1.68,57,0.246,16,1,18,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,6.75,10,0.232,1,-1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",11,"1","1",3,"2","1",2,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",13,"1","1",4,"3","1",0,0,0,0,0,9.9,2,0.267,1,-1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"SL",20,"1","1",5,"1","0",1,1,0,1,-3,2.5,13,0.325,4,-1,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",6,"1","0",1,"1","0",2,1,1,1,0,1.48,17,0.281,3,1,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",4,"1","1",1,"0","0",0,0,1,0,-1,2.62,23,0.273,4,-1,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SL",9,"1","0",2,"1","2",2,1,1,0,0,2.03,1,0,0,-1,7,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CH",10,"1","0",3,"1","0",0,0,0,0,1,2.38,13,0.272,4,-1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",9,"1","0",2,"3","2",1,0,0,0,-2,2.64,0,0.059,0,-1,15,8,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"FF",1,"1","0",1,"0","1",0,0,0,0,0,1.7,17,0.355,0,-1,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"SL",10,"1","0",2,"1","2",1,0,0,0,-4,2.73,34,0.28,4,-1,11,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"SL",21,"1","1",6,"3","2",0,1,1,0,-6,4.59,31,0.232,11,-1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FF",10,"1","0",4,"2","1",0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"FF",13,"1","0",4,"0","0",0,0,1,0,2,4.17,76,0.293,16,1,12,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",10,"1","0",3,"1","1",2,0,0,0,0,4.17,45,0.256,12,1,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"CH",12,"1","1",3,"0","1",2,1,0,0,0,0.69,6,0.359,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"CH",25,"1","0",8,"3","2",2,0,0,0,4,1.48,23,0.279,3,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",4,"1","0",2,"1","1",0,0,0,0,0,4.71,31,0.224,8,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","0",1,"1","1",1,1,0,0,0,1.7,15,0.242,4,-1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FF",4,"1","0",1,"0","0",2,0,0,0,1,4.59,11,0.289,3,-1,5,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",1,"1","0",1,"1","0",0,0,0,0,0,2.76,7,0.25,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"0","1",2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",7,"1","1",2,"1","0",2,1,0,0,0,1.56,6,0.213,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",6,"0","0",0,0,0,0,1,1.7,0,0,0,-1,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",18,"1","1",5,"2","1",1,0,1,0,0,1.92,0,0.071,0,-1,5,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FF",7,"1","0",2,"0","1",0,0,0,0,0,3.84,20,0.191,5,-1,8,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FF",15,"1","1",4,"0","1",2,0,0,0,0,1.92,39,0.27,7,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"FT",17,"1","0",5,"1","1",0,1,0,0,6,2.89,4,0.188,0,1,9,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"CH",21,"1","0",6,"2","0",2,0,0,0,0,1.95,10,0.26,5,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FT",5,"1","1",1,"1","1",2,0,0,1,-1,3.62,31,0.258,11,-1,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"CH",17,"1","0",5,"0","0",2,1,0,0,11,2.73,62,0.238,9,-1,14,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
