pitch_type,bat_order,pitch_rl,bat_rl,inning,balls,strikes,out,on_1b,on_2b,on_3b,score_diff,era,rbi,avg,hr,pitcher_at_home,pitcher_wins,pitcher_losses,batter_wins,batter_losses,prev_pitch_type0,prev_pitch_typeChangeUp,prev_pitch_typeFastball,prev_pitch_typeKnuckleBall,prev_pitch_typeSlider.Cutter,prevprev_pitch_type0,prevprev_pitch_typeChangeUp,prevprev_pitch_typeFastball,prevprev_pitch_typeKnuckleBall,prevprev_pitch_typeSlider.Cutter
KnuckleBall,3,1,1,3,1,2,1,1,0,0,0,5.2,21,0.271,3,1,5,2,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,6,1,0,6,2,1,1,1,1,0,-1,4.11,11,0.306,0,1,7,4,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,9,1,0,3,0,0,0,0,0,0,1,4.82,10,0.307,0,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,4,1,0,4,0,0,1,0,0,0,2,3.97,16,0.261,1,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,0,4,2,1,1,0,0,0,4,3.36,0,0.148,0,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,3,0,1,0,1,0,0,0,4.11,36,0.281,8,1,7,4,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,4,1,1,6,0,0,2,0,0,0,-2,1.35,0,0.162,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,8,1,0,4,2,0,1,0,1,0,4,0.84,7,0.227,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
Slider/Cutter,1,1,1,1,1,2,0,0,0,0,0,4.96,33,0.211,15,-1,7,7,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,5,1,0,3,0,2,2,1,0,1,4,3.36,0,0.212,0,1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,1,1,0,1,1,0,0,0,0,0,0,3.41,34,0.313,6,1,11,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,7,1,0,4,1,0,1,0,0,0,0,3.29,30,0.202,1,1,12,5,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,2,1,0,1,0,2,1,0,0,0,0,1.35,1,0.385,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Slider/Cutter,5,1,0,5,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,6,1,0,2,3,1,1,1,0,0,0,5.2,3,0.174,2,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,9,1,0,2,0,2,2,1,0,1,-1,3.36,1,0.571,0,1,12,5,0,0,0,0,0,1,0,0,1,0,0,0
Fastball,2,1,1,1,0,0,0,1,0,0,0,4.63,14,0.253,2,-1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,3,1,2,1,1,1,1,-4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,9,1,1,5,0,0,0,0,0,0,0,4.03,25,0.267,5,-1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,0,0,0,1,0,0,-2,3.29,102,0.264,34,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,1,0,0,1,0,0,0,0,1.8,6,0.313,2,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,2,1,1,4,0,0,2,1,1,1,-1,5.2,17,0.288,5,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,1,1,2,2,1,1,0,0,-3,3.8,8,0.227,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,2,1,0,2,2,2,1,1,1,0,-3,3.8,9,0.244,2,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,7,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Slider/Cutter,6,1,0,6,0,1,0,0,0,0,-1,5.2,3,0.174,2,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0
Slider/Cutter,9,1,0,7,0,0,1,1,0,0,2,4.97,3,0.3,1,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,1,2,0,1,2,1,0,0,2,3.4,18,0.184,2,-1,11,5,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,1,1,0,6,1,1,1,0,0,0,3,3.68,31,0.247,5,-1,9,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,2,1,0,1,0,0,0,0,0,0,0,4.58,8,0.186,1,1,9,9,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,1,2,0,1,0,0,0,1,0.84,1,0.231,0,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,5,1,1,6,2,2,2,0,0,0,0,4.21,25,0.273,3,-1,7,4,0,0,0,0,0,1,0,0,0,1,0,0
ChangeUp,5,1,0,7,1,0,1,1,0,0,1,3.97,67,0.275,16,1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,0,3,0,0,0,0,0,0,-1,4.18,29,0.251,7,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,5,2,2,2,0,0,0,5,3.36,70,0.277,23,1,11,5,0,0,0,0,0,0,1,0,0,0,0,1
ChangeUp,6,1,0,7,2,0,0,0,0,0,0,4.21,10,0.269,1,-1,7,4,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,1,1,0,1,1,0,0,0,0,0,0,4.21,19,0.268,1,-1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,9,1,0,4,0,1,0,0,0,0,-2,3.26,15,0.184,1,-1,13,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,5,1,0,7,2,0,0,0,0,0,-2,1.35,6,0.286,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Slider/Cutter,2,1,1,6,0,2,1,0,0,0,-2,7.58,11,0.237,4,1,2,2,0,0,0,0,1,0,0,0,1,0,0,0
Slider/Cutter,0,1,1,7,0,0,0,0,0,0,12,3.78,11,0.231,0,1,8,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,8,1,1,8,0,0,0,0,0,0,4,3.97,17,0.285,2,-1,3,2,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,1,1,1,4,1,2,1,1,0,0,-3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Slider/Cutter,8,1,1,5,1,0,1,0,0,0,1,3.68,5,0.248,2,-1,3,1,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,8,1,0,4,3,2,0,0,0,0,-4,4.18,17,0.278,3,1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,9,1,1,5,1,0,1,0,0,0,-1,4.11,4,0.275,0,1,7,4,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,5,1,0,3,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,7,1,1,2,1,2,2,0,0,0,0,4.21,53,0.243,15,-1,7,4,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,1,1,0,3,1,2,1,0,0,0,0,4.11,31,0.291,7,-1,7,5,0,0,0,0,1,0,0,0,0,0,1,0
Slider/Cutter,6,1,0,3,0,0,2,1,1,0,0,4.97,14,0.178,4,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,2,2,0,0,1,1,-2,4.63,21,0.256,2,-1,5,2,0,0,0,0,0,0,1,0,0,0,1,0
Fastball,9,1,1,8,0,0,2,0,0,0,4,3.68,36,0.222,7,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,5,1,1,2,1,1,0,0,0,0,0,4.11,65,0.238,20,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,1,0,0,1,1,0,1,-1,4.53,23,0.214,11,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,1,1,0,0,0,1,0,0,0,5.2,17,0.288,5,1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,1,2,1,1,0,0,0,0,-1,4.03,33,0.25,5,-1,7,5,0,0,0,1,0,0,0,0,0,1,0,0
KnuckleBall,9,1,1,5,0,0,1,0,0,0,1,3.68,17,0.254,3,-1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,3,2,0,0,0,0,0,0,5.2,13,0.339,1,1,5,2,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,6,1,1,2,0,1,1,0,0,0,2,3.4,35,0.232,9,-1,11,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,1,1,1,3,1,2,1,1,0,0,4,3.4,11,0.288,4,-1,11,5,0,0,0,0,0,0,1,0,0,0,1,0
Fastball,0,1,0,6,0,0,0,0,0,0,4,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,0,2,2,0,1,0,0,0,-1,4.18,17,0.278,3,1,7,4,0,0,0,1,0,0,0,0,0,1,0,0
KnuckleBall,6,1,1,6,1,2,1,0,0,0,4,3.29,0,0.25,0,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,0,2,0,0,0,0,0,0,0,3.55,60,0.286,7,1,10,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,0,5,1,2,1,1,0,0,-2,3.26,2,0.179,1,-1,13,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,3,1,0,6,1,1,2,0,0,0,1,3.97,62,0.33,8,1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,5,1,1,5,1,0,0,0,0,0,1,2.61,11,0.244,4,-1,6,1,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,2,1,1,4,1,0,0,0,0,0,-1,1.8,6,0.313,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,1,1,1,2,0,0,2,0,0,0,-2,3.29,13,0.287,4,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,7,1,1,2,0,0,2,1,0,0,0,3.68,40,0.24,9,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,0,8,1,0,2,1,0,0,4,3.97,8,0.26,0,-1,3,2,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,3,1,0,3,0,0,1,1,0,0,0,3.41,40,0.271,4,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,1,2,3,2,2,0,0,0,-1,4.18,28,0.18,8,1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,5,1,1,5,0,0,2,0,0,0,-1,4.53,23,0.214,11,-1,4,2,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,8,1,1,6,0,0,0,0,0,0,3,1.71,15,0.135,4,-1,2,1,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,7,1,1,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,3,1,1,1,2,1,1,0,0,0,1,0.84,1,0.231,0,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,5,1,0,6,3,1,2,1,0,0,-1,3.36,65,0.236,19,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,3,1,2,2,1,1,0,1,4.82,16,0.271,1,-1,5,4,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,7,1,0,2,0,0,2,0,0,0,1,4.82,16,0.225,4,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,7,1,0,4,0,1,0,0,0,0,-1,5.2,27,0.273,4,1,5,2,0,0,0,0,0,0,1,1,0,0,0,0
Slider/Cutter,2,1,1,6,1,0,2,0,0,0,3,3.68,58,0.285,11,-1,9,5,0,0,0,0,0,0,1,1,0,0,0,0
Fastball,3,1,1,6,1,0,2,1,0,0,9,3.78,58,0.264,12,1,8,5,0,0,0,0,0,0,1,1,0,0,0,0
KnuckleBall,5,1,1,1,0,0,0,1,1,0,-2,4.63,29,0.319,3,-1,5,2,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,7,1,1,4,0,1,2,0,0,0,3,3.4,18,0.184,2,-1,11,5,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,3,1,0,3,2,0,2,0,1,1,4,3.4,98,0.263,32,-1,11,5,0,0,0,0,0,0,1,0,0,0,0,1
Slider/Cutter,5,1,0,4,2,1,1,0,0,0,1,3.97,67,0.275,16,1,7,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,0,1,1,1,0,0,0,0,0,4.03,26,0.288,11,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,3,2,2,1,0,0,0,0,3.68,31,0.247,5,-1,9,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,6,0,0,0,0,0,0,-1,3.36,40,0.251,3,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,4,1,2,0,0,0,0,2,4.21,44,0.28,8,-1,7,4,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,1,1,0,0,0,0,0,0,0,3.72,67,0.322,13,1,16,6,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,4,0,0,1,0,0,0,4,3.36,0,0,0,1,11,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,0,6,0,1,0,0,0,0,2,1.71,0,0.14,0,-1,2,1,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,4,1,0,9,0,1,1,1,0,0,4,3.97,16,0.261,1,-1,3,2,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,6,1,0,5,1,0,1,1,0,0,-2,3.26,2,0.179,1,-1,13,5,0,0,0,0,0,1,0,1,0,0,0,0
ChangeUp,6,1,0,6,0,0,1,0,0,0,-3,4.91,24,0.256,3,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,0,1,1,7,2,1,2,1,0,0,0,4.21,9,0.242,1,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,3,1,1,7,3,0,0,0,0,0,4,3.68,89,0.302,31,-1,9,5,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,4,1,0,6,0,0,0,1,0,0,-1,4.11,47,0.237,17,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,6,1,1,5,3,0,1,1,0,0,4,0.84,2,0.268,1,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Fastball,4,1,1,6,2,2,1,0,0,0,-1,3.36,57,0.278,11,1,12,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,1,1,1,2,0,0,0,1,0,0,-3,3.8,14,0.276,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,2,1,0,4,1,2,0,0,0,0,0,1.35,1,0.385,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,4,1,0,1,1,2,0,1,1,0,0,3.38,15,0.194,6,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Slider/Cutter,2,1,1,1,0,1,0,1,0,0,0,4.63,14,0.253,2,-1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
ChangeUp,3,1,0,6,0,2,0,0,0,0,1,4.82,31,0.279,4,-1,5,4,0,0,0,0,0,0,1,0,0,1,0,0
ChangeUp,8,1,0,2,1,1,1,1,0,1,-1,3.36,21,0.156,6,1,12,5,0,0,0,0,1,0,0,0,1,0,0,0
ChangeUp,5,1,1,1,2,2,0,1,1,0,-2,4.63,29,0.319,3,-1,5,2,0,0,0,0,1,0,0,0,0,0,1,0
ChangeUp,3,1,0,1,0,0,0,1,1,0,-3,3.8,14,0.214,4,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,1,1,1,2,3,1,0,0,0,0,2,3.34,5,0.3,2,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,2,1,0,3,2,2,1,0,0,0,-1,4.91,34,0.297,10,1,5,3,0,0,0,1,0,0,0,0,0,1,0,0
KnuckleBall,5,1,1,6,2,2,0,1,0,0,2,4.97,22,0.248,7,-1,4,2,0,0,0,0,0,1,0,0,0,0,0,1
ChangeUp,6,1,0,4,2,1,2,0,0,0,-1,4.11,17,0.358,4,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,1,1,1,1,0,1,0,0,0,4.21,50,0.282,12,-1,7,4,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,3,1,1,5,1,1,0,0,0,0,-1,3.26,98,0.269,34,-1,13,5,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,1,1,0,1,0,2,0,0,0,0,0,4.91,18,0.266,4,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,6,1,1,1,0,0,1,1,0,0,-3,3.8,8,0.227,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,1,1,0,3,0,0,0,0,0,0,-1,5.21,17,0.283,3,-1,9,11,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,5,1,0,2,1,1,0,1,0,0,0,4.11,39,0.231,10,1,7,4,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,2,1,1,1,0,1,0,1,0,0,0,4.18,19,0.264,2,1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,4,1,1,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,6,1,1,5,2,0,0,1,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,2,1,0,3,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,0,1,3,2,2,0,0,0,2,3.4,98,0.263,32,-1,11,5,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,1,1,1,3,2,2,0,0,0,0,1,3.97,33,0.273,4,1,7,5,0,0,0,0,1,0,0,0,0,0,0,1
Fastball,4,1,1,3,0,0,2,0,0,0,4,0.84,9,0.304,3,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,3,1,1,2,0,0,2,0,1,0,-1,1.35,2,0.167,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,9,1,0,3,1,2,2,0,0,0,0,1.8,0,0.25,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,8,1,0,5,3,2,2,1,1,0,3,0.84,7,0.227,0,-1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,8,1,0,3,0,0,0,0,0,0,0,3.68,9,0.185,2,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,1,3,1,2,1,1,1,1,4,3.36,65,0.277,20,1,11,5,0,0,0,1,0,0,0,0,1,0,0,0
KnuckleBall,8,1,1,8,2,2,0,0,0,0,4,3.97,17,0.285,2,-1,3,2,0,0,0,0,0,0,1,0,0,0,1,0
Fastball,1,1,0,3,1,1,0,0,0,0,-2,3.73,50,0.278,15,1,9,5,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,8,1,0,2,1,2,1,0,0,0,-1,4.03,5,0.31,0,-1,7,5,0,0,0,0,0,1,0,0,0,0,1,0
Fastball,6,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fastball,3,1,1,1,0,0,1,0,0,0,0,1.35,6,0.267,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,1,1,1,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,5,1,0,6,0,0,0,0,0,0,4,3.29,30,0.268,4,1,12,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,3,0,0,0,1,0,0,0,3.55,10,0.188,0,1,10,5,0,0,1,0,0,0,0,1,0,0,0,0
Slider/Cutter,5,1,0,7,0,0,1,0,0,0,3,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,8,1,0,5,0,0,2,0,0,0,0,3.68,9,0.185,2,-1,9,5,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,0,1,0,6,0,1,0,1,0,0,9,3.78,5,0.177,0,1,8,5,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,2,1,1,1,0,0,0,0,0,0,0,4.03,76,0.309,24,-1,7,5,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,0,3,2,1,0,0,0,0,4,3.4,0,0.308,0,-1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,8,1,0,2,1,1,0,0,0,0,-3,3.8,4,0.167,3,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,9,1,0,4,0,1,0,1,1,0,-1,5.2,7,0.241,0,1,5,2,0,0,0,0,1,0,0,1,0,0,0,0
KnuckleBall,6,1,0,2,0,0,1,0,0,0,0,1.35,6,0.257,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,6,2,0,0,1,0,0,8,3.55,48,0.275,8,1,10,5,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,1,1,0,3,1,2,1,0,0,0,0,3.68,31,0.247,5,-1,9,5,0,0,0,0,1,0,0,0,0,0,1,0
ChangeUp,3,1,1,1,1,2,2,0,0,0,0,1.8,3,0.375,1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,4,1,1,3,2,2,0,0,0,0,-3,3.8,13,0.246,5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,5,1,0,6,1,2,0,0,0,0,4,3.36,0,0.212,0,1,11,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,5,1,0,6,0,2,2,0,0,0,1,4.82,34,0.226,8,-1,5,4,0,0,0,1,0,0,0,0,0,1,0,0
Fastball,2,1,0,3,1,1,1,0,0,0,-1,4.91,34,0.297,10,1,5,3,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,8,1,0,2,1,1,0,0,1,0,-1,4.53,10,0.2,1,-1,4,2,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,4,1,0,5,2,0,0,1,0,0,4,5.05,67,0.272,19,1,10,11,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,1,1,0,1,0,0,0,0,0,0,0,1.35,2,0.368,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,8,1,1,7,2,2,1,0,0,0,0,4.21,15,0.289,2,-1,7,4,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,1,1,1,5,1,1,0,1,0,0,3,3.4,11,0.288,4,-1,11,5,0,0,0,0,1,0,0,0,0,0,1,0
Fastball,7,1,1,1,1,2,2,1,1,0,-2,1.35,3,0.077,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Fastball,7,1,1,2,0,0,0,0,1,0,-1,4.91,9,0.241,3,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,6,1,1,3,1,0,1,1,0,0,-3,3.8,8,0.227,2,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0
Slider/Cutter,8,1,1,7,0,2,0,0,0,0,4,3.29,19,0.188,2,1,12,5,0,0,0,0,1,0,0,0,0,1,0,0
ChangeUp,4,1,1,4,2,0,0,0,0,0,-1,4.91,54,0.257,20,1,5,3,0,0,0,0,1,0,0,0,1,0,0,0
KnuckleBall,4,1,0,4,1,1,1,1,0,0,5,3.78,49,0.313,12,1,8,5,0,0,0,0,1,0,0,0,0,0,0,1
ChangeUp,3,1,0,4,0,0,0,0,0,0,1,4.82,31,0.279,4,-1,5,4,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,9,1,1,2,2,0,1,1,0,0,-2,3.29,15,0.211,0,1,12,5,0,0,0,0,1,0,0,0,1,0,0,0
ChangeUp,2,1,0,2,0,0,1,1,1,0,-3,3.8,9,0.244,2,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,5,1,0,2,1,2,0,0,0,0,-1,3.36,65,0.236,19,1,12,5,0,0,0,0,0,1,0,0,0,1,0,0
Fastball,4,1,1,5,0,0,2,0,0,1,-3,4.91,54,0.257,20,1,5,3,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,2,1,0,1,1,0,0,1,0,0,0,3.8,9,0.244,2,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0
KnuckleBall,3,1,0,3,3,1,2,0,1,1,4,3.4,98,0.263,32,-1,11,5,0,0,0,0,1,0,0,0,0,1,0,0
KnuckleBall,3,1,1,1,1,0,1,0,0,0,0,1.35,6,0.267,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,6,1,0,1,0,0,2,1,1,0,-1,4.18,22,0.272,3,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,3,1,1,4,0,0,0,0,0,0,2,4.21,44,0.28,8,-1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
ChangeUp,7,1,1,2,1,0,0,0,0,0,-1,4.03,33,0.25,5,-1,7,5,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,6,1,0,4,0,0,1,0,0,0,-1,4.11,11,0.306,0,1,7,4,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,6,1,1,7,1,0,1,0,0,0,3,3.97,5,0.2,1,-1,3,2,0,0,0,0,0,1,0,1,0,0,0,0
Fastball,6,1,0,1,1,0,1,1,0,0,-2,1.35,3,0.25,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Slider/Cutter,3,1,1,5,0,0,0,0,1,0,4,0.84,1,0.231,0,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
KnuckleBall,3,1,0,1,0,0,2,1,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fastball,4,1,0,2,3,0,0,0,0,0,0,1.8,1,0.176,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Slider/Cutter,2,1,1,3,2,1,0,0,0,0,0,4.97,29,0.261,10,-1,4,2,0,0,0,0,0,0,1,0,0,0,0,1
KnuckleBall,3,1,0,5,1,2,0,0,0,0,-3,4.18,1,0.115,1,1,7,4,0,0,0,0,0,1,0,0,0,1,0,0
Slider/Cutter,7,1,1,3,1,0,2,1,0,0,-4,4.18,9,0.302,0,1,7,4,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,9,1,1,3,2,2,0,0,0,0,0,4.21,1,0.094,0,-1,7,4,7,6,0,0,0,1,0,0,0,1,0,0
Fastball,8,1,1,3,1,0,1,0,0,0,0,1.8,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Fastball,9,1,1,2,0,2,1,0,0,0,-1,4.03,25,0.267,5,-1,7,5,0,0,0,0,1,0,0,0,0,1,0,0
Fastball,5,1,1,7,0,1,0,0,0,0,0,1.8,0,0.438,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
