"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeChangeUp","prev_pitch_typeCurveBall","prev_pitch_typeFastball","prev_pitch_typeSlider.Cutter","prevprev_pitch_type0","prevprev_pitch_typeChangeUp","prevprev_pitch_typeCurveBall","prevprev_pitch_typeFastball","prevprev_pitch_typeSlider.Cutter"
"Fastball",7,"1","0",2,"0","2",2,1,0,0,3,3.17,25,0.23,5,-1,7,6,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",6,"1","1",2,"1","0",2,0,0,0,2,2.97,45,0.229,11,1,4,5,0,0,0,0,0,1,0,1,0,0,0,0
"Fastball",2,"1","1",1,"0","0",1,0,0,0,0,0,18,0.253,2,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",9,"1","1",2,"0","0",0,1,0,1,-1,1.82,0,0.083,0,-1,2,2,2,5,1,0,0,0,0,1,0,0,0,0
"Fastball",10,"1","0",3,"3","2",1,0,1,0,3,3.17,29,0.27,1,-1,7,6,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",8,"1","1",3,"0","0",0,1,0,0,1,5.06,0,0,0,1,0,1,1,4,1,0,0,0,0,1,0,0,0,0
"Fastball",24,"1","0",7,"1","2",1,0,0,0,1,4.03,11,0.295,0,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",15,"1","0",4,"1","1",2,0,0,0,-3,3.2,60,0.267,11,1,8,6,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",2,"1","0",1,"2","2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",23,"1","0",6,"3","2",2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Fastball",4,"1","1",1,"3","2",1,0,0,0,-1,3.38,35,0.313,5,1,3,4,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",24,"1","0",7,"1","1",0,1,0,0,7,2.6,6,0.234,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0
"Fastball",14,"1","0",4,"3","1",1,0,0,0,-3,3.2,21,0.248,7,1,8,6,0,0,0,0,0,1,0,0,0,0,0,1
"Fastball",16,"1","0",5,"1","2",0,0,0,0,0,3.59,31,0.269,12,-1,3,4,0,0,0,0,0,1,0,0,0,0,1,0
"Fastball",9,"1","1",3,"1","2",0,0,0,0,1,3.07,43,0.255,11,-1,7,6,0,0,0,1,0,0,0,0,0,1,0,0
"Fastball",4,"1","0",1,"0","0",1,0,1,0,0,2.75,75,0.271,24,-1,9,7,0,0,1,0,0,0,0,1,0,0,0,0
"Fastball",23,"1","0",6,"2","2",2,0,0,0,-1,3.19,37,0.283,2,1,8,6,0,0,0,0,1,0,0,0,1,0,0,0
"Fastball",9,"1","1",3,"1","1",0,0,1,0,3,3.17,1,0.069,0,-1,7,6,4,9,0,0,0,1,0,0,0,0,1,0
"Fastball",3,"1","0",1,"1","2",2,0,0,0,0,0,2,0.25,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Fastball",4,"1","0",1,"0","0",2,1,0,0,0,3.19,77,0.265,27,1,8,6,0,0,1,0,0,0,0,1,0,0,0,0
